,0
657,http://mmadecisions.com/decision/11959/Sean-Woodson-vs-Youssef-Zalal
658,http://mmadecisions.com/decision/11958/Claudio-Puelles-vs-Jordan-Leavitt
659,http://mmadecisions.com/decision/11957/Rob-Font-vs-Cody-Garbrandt
660,http://mmadecisions.com/decision/11955/Jared-Vanderaa-vs-Justin-Tafa
661,http://mmadecisions.com/decision/11954/Norma-Dumont-vs-Felicia-Spencer
662,http://mmadecisions.com/decision/11953/Ricardo-Ramos-vs-Bill-Algeo
663,http://mmadecisions.com/decision/11952/Jack-Hermansson-vs-Edmen-Shahbazyan
664,http://mmadecisions.com/decision/11950/Court-McGee-vs-Claudio-Silva
665,http://mmadecisions.com/decision/11948/Joshua-Culibao-vs-Shayilan-Nuerdanbieke
666,http://mmadecisions.com/decision/11946/Damir-Ismagulov-vs-Rafael-Alves
667,http://mmadecisions.com/decision/11925/Beneil-Dariush-vs-Tony-Ferguson
668,http://mmadecisions.com/decision/11924/Rogerio-Bontorin-vs-Matt-Schnell
669,http://mmadecisions.com/decision/11923/Katlyn-Chookagian-vs-Viviane-Araujo
670,http://mmadecisions.com/decision/11920/Lando-Vannata-vs-Mike-Grundy
671,http://mmadecisions.com/decision/11916/Tucker-Lutz-vs-Kevin-Aguilar
672,http://mmadecisions.com/decision/11914/Marina-Rodriguez-vs-Michelle-Waterson-Gomez
673,http://mmadecisions.com/decision/11912/Neil-Magny-vs-Geoff-Neal
674,http://mmadecisions.com/decision/11911/Marcos-RogÃ©rio-de-Lima-vs-Maurice-Greene
675,http://mmadecisions.com/decision/11909/Phil-Hawes-vs-Kyle-Daukaus
676,http://mmadecisions.com/decision/11908/Michael-Trizano-vs-Ludovit-Klein
677,http://mmadecisions.com/decision/11907/Jun-Yong-Park-vs-Tafon-Nchukwi
678,http://mmadecisions.com/decision/11892/Ion-Cutelaba-vs-Dustin-Jacoby
679,http://mmadecisions.com/decision/11891/Sean-Strickland-vs-Krzysztof-Jotko
680,http://mmadecisions.com/decision/11890/Merab-Dvalishvili-vs-Cody-Stamann
681,http://mmadecisions.com/decision/11887/T.J.-Brown-vs-Kai-Kamaka-III
682,http://mmadecisions.com/decision/11889/Luana-Carolina-vs-Poliana-Botelho
683,http://mmadecisions.com/decision/11886/Loma-Lookboonmee-vs-Sam-Hughes
684,http://mmadecisions.com/decision/11885/Andreas-Michailidis-vs-K.B.-Bhullar
685,http://mmadecisions.com/decision/11884/Felipe-Colares-vs-Luke-Sanders
686,http://mmadecisions.com/decision/11877/Dwight-Grant-vs-Stefan-Sekulic
687,http://mmadecisions.com/decision/11875/Pat-Sabatini-vs-Tristan-Connelly
688,http://mmadecisions.com/decision/11873/Kazula-Vargas-vs-Rong-Zhu
689,http://mmadecisions.com/decision/11872/Jeff-Molina-vs-Qileng-Aori
690,http://mmadecisions.com/decision/11861/Robert-Whittaker-vs-Kelvin-Gastelum
691,http://mmadecisions.com/decision/11859/Andrei-Arlovski-vs-Chase-Sherman
692,http://mmadecisions.com/decision/11858/Jacob-Malkoun-vs-Abdul-Razak-Alhassan
693,http://mmadecisions.com/decision/11856/Tracy-Cortez-vs-Justine-Kish
694,http://mmadecisions.com/decision/11857/Luis-Pena-vs-Alexander-Munoz
695,http://mmadecisions.com/decision/11855/Alexander-Romanov-vs-Juan-Espino
696,http://mmadecisions.com/decision/11854/Jessica-Penne-vs-Lupita-Godinez
697,http://mmadecisions.com/decision/11852/Austin-Hubbard-vs-Dakota-Bush
698,http://mmadecisions.com/decision/11837/Marvin-Vettori-vs-Kevin-Holland
699,http://mmadecisions.com/decision/11836/Arnold-Allen-vs-Sodiq-Yusuff
700,http://mmadecisions.com/decision/11833/Daniel-Rodriguez-vs-Mike-Perry
701,http://mmadecisions.com/decision/11831/Joe-Solecki-vs-Jim-Miller
702,http://mmadecisions.com/decision/11829/John-Makdessi-vs-Ignacio-Bahamondes
703,http://mmadecisions.com/decision/11827/Jack-Shore-vs-Hunter-Azure
704,http://mmadecisions.com/decision/11826/Luis-Saldana-vs-Jordan-Griffin
705,http://mmadecisions.com/decision/11825/Da-Un-Jung-vs-William-Knight
706,http://mmadecisions.com/decision/11795/Miranda-Maverick-vs-Gillian-Robertson
707,http://mmadecisions.com/decision/11792/Abubakar-Nurmagomedov-vs-Jared-Gooden
708,http://mmadecisions.com/decision/11791/Michal-Oleksiejczuk-vs-Modestas-Bukauskas
709,http://mmadecisions.com/decision/11790/Omar-Morales-vs-Shane-Young
710,http://mmadecisions.com/decision/11788/Derek-Brunson-vs-Kevin-Holland
711,http://mmadecisions.com/decision/11786/Montserrat-Conejo-vs-Cheyanne-Vlismas
712,http://mmadecisions.com/decision/11783/Macy-Chiasson-vs-Marion-Reneau
713,http://mmadecisions.com/decision/11781/Trevin-Giles-vs-Roman-Dolidze
714,http://mmadecisions.com/decision/11741/Matheus-Nicolau-vs-Manel-Kape
715,http://mmadecisions.com/decision/11739/Angela-Hill-vs-Ashley-Yoder
716,http://mmadecisions.com/decision/11736/Nasrat-Haqparast-vs-Rafa-Garcia
717,http://mmadecisions.com/decision/11733/J.J.-Aldrich-vs-Cortney-Casey
718,http://mmadecisions.com/decision/11735/Jinh-Yu-Frey-vs-Gloria-de-Paula
719,http://mmadecisions.com/decision/11732/Jan-Blachowicz-vs-Israel-Adesanya
720,http://mmadecisions.com/decision/11728/Aleksandar-Rakic-vs-Thiago-Santos
721,http://mmadecisions.com/decision/11727/Dominick-Cruz-vs-Casey-Kenney
722,http://mmadecisions.com/decision/11726/Kyler-Phillips-vs-Song-Yadong
723,http://mmadecisions.com/decision/11725/Askar-Askarov-vs-Joseph-Benavidez
724,http://mmadecisions.com/decision/11723/Tim-Elliott-vs-Jordan-Espinosa
725,http://mmadecisions.com/decision/11717/Ciryl-Gane-vs-Jairzinho-Rozenstruik
726,http://mmadecisions.com/decision/11716/Magomed-Ankalaev-vs-Nikita-Krylov
727,http://mmadecisions.com/decision/11715/Montana-De-La-Rosa-vs-Mayra-Bueno-Silva
728,http://mmadecisions.com/decision/11714/Pedro-Munhoz-vs-Jimmie-Rivera
729,http://mmadecisions.com/decision/11713/Alex-Caceres-vs-Kevin-Croom
730,http://mmadecisions.com/decision/11712/Thiago-Moises-vs-Alexander-Hernandez
731,http://mmadecisions.com/decision/11711/Alexis-Davis-vs-Sabina-Mazo
732,http://mmadecisions.com/decision/11709/Dustin-Jacoby-vs-Maxim-Grishin
733,http://mmadecisions.com/decision/11707/Yana-Santos-vs-Ketlen-Vieira
734,http://mmadecisions.com/decision/11706/Darrick-Minner-vs-Charles-Rosa
735,http://mmadecisions.com/decision/11704/Phil-Hawes-vs-Nassourdine-Imavov
736,http://mmadecisions.com/decision/11702/Jared-Gordon-vs-Danny-Chavez
737,http://mmadecisions.com/decision/11694/Alexa-Grasso-vs-Maycee-Barber
738,http://mmadecisions.com/decision/11693/Kelvin-Gastelum-vs-Ian-Heinisch
739,http://mmadecisions.com/decision/11692/Ricky-Simon-vs-Brian-Kelleher
740,http://mmadecisions.com/decision/11689/Belal-Muhammad-vs-Dhiego-Lima
741,http://mmadecisions.com/decision/11687/Chris-Gutierrez-vs-Andre-Ewell
742,http://mmadecisions.com/decision/11686/Gabe-Green-vs-Philip-Rowe
743,http://mmadecisions.com/decision/11683/Clay-Guida-vs-Michael-Johnson
744,http://mmadecisions.com/decision/11682/Alexandre-Pantoja-vs-Manel-Kape
745,http://mmadecisions.com/decision/11681/Beneil-Dariush-vs-Diego-Ferreira
746,http://mmadecisions.com/decision/11678/Karol-Rosa-vs-Joselyne-Edwards
747,http://mmadecisions.com/decision/11677/Lara-Procopio-vs-Molly-McCann
748,http://mmadecisions.com/decision/11676/Seungwoo-Choi-vs-Youssef-Zalal
749,http://mmadecisions.com/decision/11675/Timur-Valiev-vs-Martin-Day
750,http://mmadecisions.com/decision/11663/Joanne-Wood-vs-Jessica-Eye
751,http://mmadecisions.com/decision/11660/Arman-Tsarukyan-vs-Matt-Frevola
752,http://mmadecisions.com/decision/11659/Brad-Tavares-vs-Antonio-Carlos-Junior
753,http://mmadecisions.com/decision/11657/Marcin-Prachnio-vs-Khalil-Rountree-Jr.
754,http://mmadecisions.com/decision/11656/Movsar-Evloev-vs-Nik-Lentz
755,http://mmadecisions.com/decision/11655/Amir-Albazi-vs-Zhalgas-Zhumagulov
756,http://mmadecisions.com/decision/11654/Michael-Chiesa-vs-Neil-Magny
757,http://mmadecisions.com/decision/11651/Viviane-Araujo-vs-Roxanne-Modafferi
758,http://mmadecisions.com/decision/11650/Matt-Schnell-vs-Tyson-Nam
759,http://mmadecisions.com/decision/11649/Lerone-Murphy-vs-Douglas-Silva-de-Andrade
760,http://mmadecisions.com/decision/11646/Su-Mudaerji-vs-Zarrukh-Adashev
761,http://mmadecisions.com/decision/11645/Dalcha-Lungiambula-vs-Markus-Perez
762,http://mmadecisions.com/decision/11644/Francisco-Figueiredo-vs-Jerome-Rivera
763,http://mmadecisions.com/decision/11643/Mike-Davis-vs-Mason-Jones
764,http://mmadecisions.com/decision/11640/Max-Holloway-vs-Calvin-Kattar
765,http://mmadecisions.com/decision/11639/Carlos-Condit-vs-Matt-Brown
766,http://mmadecisions.com/decision/11635/Joselyne-Edwards-vs-Wu-Yanan
767,http://mmadecisions.com/decision/11634/Carlos-Felipe-vs-Justin-Tafa
768,http://mmadecisions.com/decision/11633/Ramazan-Emeev-vs-David-Zawada
769,http://mmadecisions.com/decision/11632/Vanessa-Melo-vs-Sarah-Moras
770,http://mmadecisions.com/decision/11631/Austin-Lingo-vs-Jacob-Kilburn
771,http://mmadecisions.com/decision/11630/Stephen-Thompson-vs-Geoff-Neal
772,http://mmadecisions.com/decision/11629/Jose-Aldo-vs-Marlon-Vera
773,http://mmadecisions.com/decision/11628/Michel-Pereira-vs-Khaos-Williams
774,http://mmadecisions.com/decision/11625/Anthony-Pettis-vs-Alex-Morono
775,http://mmadecisions.com/decision/11624/Pannie-Kianzad-vs-Sijara-Eubanks
776,http://mmadecisions.com/decision/11623/Deron-Winn-vs-Antonio-Arroyo
777,http://mmadecisions.com/decision/11621/Taila-Santos-vs-Gillian-Robertson
778,http://mmadecisions.com/decision/11620/Tafon-Nchukwi-vs-Jamie-Pickett
779,http://mmadecisions.com/decision/11616/Christos-Giagos-vs-Carlton-Minus
780,http://mmadecisions.com/decision/11610/Deiveson-Figueiredo-vs-Brandon-Moreno
781,http://mmadecisions.com/decision/11609/Charles-Oliveira-vs-Tony-Ferguson
782,http://mmadecisions.com/decision/11608/Mackenzie-Dern-vs-Virna-Jandiroba
783,http://mmadecisions.com/decision/11603/Gavin-Tucker-vs-Billy-Quarantillo
784,http://mmadecisions.com/decision/11569/Marvin-Vettori-vs-Jack-Hermansson
785,http://mmadecisions.com/decision/11566/Roman-Dolidze-vs-John-Allan
786,http://mmadecisions.com/decision/11562/Jake-Collier-vs-Gian-Villante
787,http://mmadecisions.com/decision/11559/Parker-Porter-vs-Josh-Parisian
788,http://mmadecisions.com/decision/11558/Bill-Algeo-vs-Spike-Carlyle
789,http://mmadecisions.com/decision/11557/Norma-Dumont-vs-Ashlee-Evans-Smith
790,http://mmadecisions.com/decision/11550/Valentina-Shevchenko-vs-Jennifer-Maia
791,http://mmadecisions.com/decision/11549/Tim-Means-vs-Mike-Perry
792,http://mmadecisions.com/decision/11548/Katlyn-Chookagian-vs-Cynthia-Calvillo
793,http://mmadecisions.com/decision/11543/Nicolas-Dalby-vs-Daniel-Rodriguez
794,http://mmadecisions.com/decision/11542/Alan-Jouban-vs-Jared-Gooden
795,http://mmadecisions.com/decision/11541/Kyle-Daukaus-vs-Dustin-Stoltzfus
796,http://mmadecisions.com/decision/11525/Rafael-dos-Anjos-vs-Paul-Felder
797,http://mmadecisions.com/decision/11523/Ashley-Yoder-vs-Miranda-Granger
798,http://mmadecisions.com/decision/11521/Cory-McKenna-vs-Kay-Hansen
799,http://mmadecisions.com/decision/11520/Kanako-Murata-vs-Randa-Markos
800,http://mmadecisions.com/decision/11519/Tony-Gravely-vs-Geraldo-de-Freitas-Jr.
801,http://mmadecisions.com/decision/11518/Alex-Morono-vs-Rhys-McKee
802,http://mmadecisions.com/decision/11517/Dontale-Mayes-vs-Roque-Martinez
803,http://mmadecisions.com/decision/11497/Andrei-Arlovski-vs-Tanner-Boser
804,http://mmadecisions.com/decision/11496/Raoni-Barcelos-vs-Khalid-Taha
805,http://mmadecisions.com/decision/11494/Yan-Xiaonan-vs-Cláudia-Gadelha
806,http://mmadecisions.com/decision/11472/Bryce-Mitchell-vs-Andre-Fili
807,http://mmadecisions.com/decision/11469/Thiago-Moises-vs-Bobby-Green
808,http://mmadecisions.com/decision/11467/Sean-Strickland-vs-Jack-Marshman
809,http://mmadecisions.com/decision/11457/Robert-Whittaker-vs-Jared-Cannonier
810,http://mmadecisions.com/decision/11451/Casey-Kenney-vs-Nathaniel-Wood
811,http://mmadecisions.com/decision/11449/Sam-Alvey-vs-Da-Un-Jung
812,http://mmadecisions.com/decision/11446/Brian-Ortega-vs-Chan-Sung-Jung
813,http://mmadecisions.com/decision/11443/James-Krause-vs-Claudio-Silva
814,http://mmadecisions.com/decision/11442/Jonathan-Martinez-vs-Thomas-Almeida
815,http://mmadecisions.com/decision/11441/Guram-Kutateladze-vs-Mateusz-Gamrot
816,http://mmadecisions.com/decision/11440/Gillian-Robertson-vs-Poliana-Botelho
817,http://mmadecisions.com/decision/11439/Jun-Yong-Park-vs-John-Phillips
818,http://mmadecisions.com/decision/11438/Fares-Ziam-vs-Jamie-Mullarkey
819,http://mmadecisions.com/decision/11424/Edson-Barboza-vs-Makwan-Amirkhani
820,http://mmadecisions.com/decision/11423/Marcin-Tybura-vs-Ben-Rothwell
821,http://mmadecisions.com/decision/11420/Ilia-Topuria-vs-Youssef-Zalal
822,http://mmadecisions.com/decision/11416/Tony-Kelley-vs-Ali-Al-Qaisi
823,http://mmadecisions.com/decision/11415/Giga-Chikadze-vs-Omar-Morales
824,http://mmadecisions.com/decision/11414/Tracy-Cortez-vs-Stephanie-Egger
825,http://mmadecisions.com/decision/11412/Tagir-Ulanbekov-vs-Bruno-Silva
826,http://mmadecisions.com/decision/11393/Holly-Holm-vs-Irene-Aldana
827,http://mmadecisions.com/decision/11394/Carlos-Felipe-vs-Yorgan-De-Castro
828,http://mmadecisions.com/decision/11388/Carlos-Condit-vs-Court-McGee
829,http://mmadecisions.com/decision/11387/Charles-Jourdain-vs-Joshua-Culibao
830,http://mmadecisions.com/decision/11386/Nassourdine-Imavov-vs-Jordan-Williams
831,http://mmadecisions.com/decision/11385/Loma-Lookboonmee-vs-Jinh-Yu-Frey
832,http://mmadecisions.com/decision/11384/Casey-Kenney-vs-Heili-Alateng
833,http://mmadecisions.com/decision/11356/Ketlen-Vieira-vs-Sijara-Eubanks
834,http://mmadecisions.com/decision/11355/Hakeem-Dawodu-vs-Zubaira-Tukhugov
835,http://mmadecisions.com/decision/11354/Brad-Riddell-vs-Alex-da-Silva
836,http://mmadecisions.com/decision/11353/Jake-Matthews-vs-Diego-Sanchez
837,http://mmadecisions.com/decision/11348/William-Knight-vs-Aleksa-Camur
838,http://mmadecisions.com/decision/11338/Danilo-Marques-vs-Khadis-Ibragimov
839,http://mmadecisions.com/decision/11313/Niko-Price-vs-Donald-Cerrone
840,http://mmadecisions.com/decision/11309/Kevin-Holland-vs-Darren-Stewart
841,http://mmadecisions.com/decision/11308/David-Dvorak-vs-Jordan-Espinosa
842,http://mmadecisions.com/decision/11302/Andre-Ewell-vs-Irwin-Rivera
843,http://mmadecisions.com/decision/11287/Michelle-Waterson-Gomez-vs-Angela-Hill
844,http://mmadecisions.com/decision/11285/Roxanne-Modafferi-vs-Andrea-Lee
845,http://mmadecisions.com/decision/11283/Bobby-Green-vs-Alan-Patrick
846,http://mmadecisions.com/decision/11281/Sijara-Eubanks-vs-Julia-Avila
847,http://mmadecisions.com/decision/11277/Bryan-Barberena-vs-Anthony-Ivy
848,http://mmadecisions.com/decision/11261/Viviane-Araujo-vs-Montana-De-La-Rosa
849,http://mmadecisions.com/decision/11260/Hunter-Azure-vs-Cole-Smith
850,http://mmadecisions.com/decision/11259/Aleksandar-Rakic-vs-Anthony-Smith
851,http://mmadecisions.com/decision/11258/Neil-Magny-vs-Robbie-Lawler
852,http://mmadecisions.com/decision/11257/Alexa-Grasso-vs-Ji-Yeon-Kim
853,http://mmadecisions.com/decision/11256/Ricardo-Lamas-vs-Bill-Algeo
854,http://mmadecisions.com/decision/11255/Impa-Kasanganay-vs-Maki-Pitolo
855,http://mmadecisions.com/decision/11254/Zak-Cummings-vs-Alessio-Di-Chirico
856,http://mmadecisions.com/decision/11241/Frankie-Edgar-vs-Pedro-Munhoz
857,http://mmadecisions.com/decision/11236/Amanda-Lemos-vs-Mizuki-Inoue
858,http://mmadecisions.com/decision/11234/Matthew-Semelsberger-vs-Carlton-Minus
859,http://mmadecisions.com/decision/11220/Stipe-Miocic-vs-Daniel-Cormier
860,http://mmadecisions.com/decision/11216/Merab-Dvalishvili-vs-John-Dodson
861,http://mmadecisions.com/decision/11215/Vinc-Pichel-vs-Jim-Miller
862,http://mmadecisions.com/decision/11213/Danny-Chavez-vs-T.J.-Brown
863,http://mmadecisions.com/decision/11212/Livinha-Souza-vs-Ashley-Yoder
864,http://mmadecisions.com/decision/11210/Kai-Kamaka-III-vs-Tony-Kelley
865,http://mmadecisions.com/decision/11208/Chris-Weidman-vs-Omari-Akhmedov
866,http://mmadecisions.com/decision/11206/Yana-Santos-vs-Julija-Stoliarenko
867,http://mmadecisions.com/decision/11204/Tim-Means-vs-Laureano-Staropoli
868,http://mmadecisions.com/decision/11202/Nasrat-Haqparast-vs-Alexander-Munoz
869,http://mmadecisions.com/decision/11199/Youssef-Zalal-vs-Peter-Barrett
870,http://mmadecisions.com/decision/11198/Irwin-Rivera-vs-Ali-Al-Qaisi
871,http://mmadecisions.com/decision/11183/Bobby-Green-vs-Lando-Vannata
872,http://mmadecisions.com/decision/11180/Nate-Maness-vs-Johnny-Munoz
873,http://mmadecisions.com/decision/11179/Jamall-Emmers-vs-Vince-Cachero
874,http://mmadecisions.com/decision/11178/Chris-Gutierrez-vs-Cody-Durden
875,http://mmadecisions.com/decision/11172/Robert-Whittaker-vs-Darren-Till
876,http://mmadecisions.com/decision/11171/Mauricio-Rua-vs-Antônio-Rogério-Nogueira
877,http://mmadecisions.com/decision/11169/Carla-Esparza-vs-Marina-Rodriguez
878,http://mmadecisions.com/decision/11167/Alex-Oliveira-vs-Peter-Sobotta
879,http://mmadecisions.com/decision/11162/Movsar-Evloev-vs-Mike-Grundy
880,http://mmadecisions.com/decision/11160/Pannie-Kianzad-vs-Bethe-Correia
881,http://mmadecisions.com/decision/11159/Ramazan-Emeev-vs-Niklas-Stolze
882,http://mmadecisions.com/decision/11158/Nathaniel-Wood-vs-John-Castaneda
883,http://mmadecisions.com/decision/11148/Rafael-Fiziev-vs-Marc-Diakiese
884,http://mmadecisions.com/decision/11146/Askar-Askarov-vs-Alexandre-Pantoja
885,http://mmadecisions.com/decision/11144/Grant-Dawson-vs-Nad-Narimani
886,http://mmadecisions.com/decision/11141/Brett-Johns-vs-Montel-Jackson
887,http://mmadecisions.com/decision/11140/Arman-Tsarukyan-vs-Davi-Ramos
888,http://mmadecisions.com/decision/11139/Sergey-Spivak-vs-Carlos-Felipe
889,http://mmadecisions.com/decision/11138/Calvin-Kattar-vs-Dan-Ige
890,http://mmadecisions.com/decision/11137/Tim-Elliott-vs-Ryan-Benoit
891,http://mmadecisions.com/decision/11136/Jimmie-Rivera-vs-Cody-Stamann
892,http://mmadecisions.com/decision/11135/Taila-Santos-vs-Molly-McCann
893,http://mmadecisions.com/decision/11134/Mounir-Lazzez-vs-Abdul-Razak-Alhassan
894,http://mmadecisions.com/decision/11130/Jared-Gordon-vs-Chris-Fishgold
895,http://mmadecisions.com/decision/11127/Kamaru-Usman-vs-Jorge-Masvidal
896,http://mmadecisions.com/decision/11126/Alexander-Volkanovski-vs-Max-Holloway
897,http://mmadecisions.com/decision/11124/Rose-Namajunas-vs-Jessica-Andrade
898,http://mmadecisions.com/decision/11121/Muslim-Salikhov-vs-Elizeu-Zaleski-dos-Santos
899,http://mmadecisions.com/decision/11119/Leonardo-Santos-vs-Roman-Bogatov
900,http://mmadecisions.com/decision/11118/Marcin-Tybura-vs-Maxim-Grishin
901,http://mmadecisions.com/decision/11117/Raulian-Paiva-vs-Zhalgas-Zhumagulov
902,http://mmadecisions.com/decision/11116/Karol-Rosa-vs-Vanessa-Melo
903,http://mmadecisions.com/decision/11101/Dustin-Poirier-vs-Dan-Hooker
904,http://mmadecisions.com/decision/11100/Mike-Perry-vs-Mickey-Gall
905,http://mmadecisions.com/decision/11098/Brendan-Allen-vs-Kyle-Daukaus
906,http://mmadecisions.com/decision/11092/Youssef-Zalal-vs-Jordan-Griffin
907,http://mmadecisions.com/decision/11091/Curtis-Blaydes-vs-Alexander-Volkov
908,http://mmadecisions.com/decision/11090/Josh-Emmett-vs-Shane-Burgos
909,http://mmadecisions.com/decision/11089/Raquel-Pennington-vs-Marion-Reneau
910,http://mmadecisions.com/decision/11088/Belal-Muhammad-vs-Lyman-Good
911,http://mmadecisions.com/decision/11086/Bobby-Green-vs-Clay-Guida
912,http://mmadecisions.com/decision/11085/Tecia-Torres-vs-Brianna-Van-Buren
913,http://mmadecisions.com/decision/11080/Lauren-Murphy-vs-Roxanne-Modafferi
914,http://mmadecisions.com/decision/11079/Cynthia-Calvillo-vs-Jessica-Eye
915,http://mmadecisions.com/decision/11077/Charles-Rosa-vs-Kevin-Aguilar
916,http://mmadecisions.com/decision/11076/Andre-Fili-vs-Charles-Jourdain
917,http://mmadecisions.com/decision/11075/Jordan-Espinosa-vs-Mark-De-La-Rosa
918,http://mmadecisions.com/decision/11073/Merab-Dvalishvili-vs-Gustavo-Lopez
919,http://mmadecisions.com/decision/11069/Amanda-Nunes-vs-Felicia-Spencer
920,http://mmadecisions.com/decision/11066/Neil-Magny-vs-Anthony-Rocco-Martin
921,http://mmadecisions.com/decision/11064/Alex-Caceres-vs-Chase-Hooper
922,http://mmadecisions.com/decision/11062/Cody-Stamann-vs-Brian-Kelleher
923,http://mmadecisions.com/decision/11059/Devin-Clark-vs-Alonzo-Menifield
924,http://mmadecisions.com/decision/11057/Gilbert-Burns-vs-Tyron-Woodley
925,http://mmadecisions.com/decision/11056/Augusto-Sakai-vs-Blagoy-Ivanov
926,http://mmadecisions.com/decision/11055/Billy-Quarantillo-vs-Spike-Carlyle
927,http://mmadecisions.com/decision/11052/Katlyn-Chookagian-vs-Antonina-Shevchenko
928,http://mmadecisions.com/decision/11051/Daniel-Rodriguez-vs-Gabe-Green
929,http://mmadecisions.com/decision/11045/ClÃ¡udia-Gadelha-vs-Angela-Hill
930,http://mmadecisions.com/decision/11044/Dan-Ige-vs-Edson-Barboza
931,http://mmadecisions.com/decision/11043/Krzysztof-Jotko-vs-Eryk-Anders
932,http://mmadecisions.com/decision/11042/Song-Yadong-vs-Marlon-Vera
933,http://mmadecisions.com/decision/11039/Giga-Chikadze-vs-Irwin-Rivera
934,http://mmadecisions.com/decision/11038/Nate-Landwehr-vs-Darren-Elkins
935,http://mmadecisions.com/decision/11034/Ben-Rothwell-vs-Ovince-Saint-Preux
936,http://mmadecisions.com/decision/11032/Ricky-Simon-vs-Ray-Borg
937,http://mmadecisions.com/decision/11031/Andrei-Arlovski-vs-Philipe-Lins
938,http://mmadecisions.com/decision/11029/Sijara-Eubanks-vs-Sarah-Moras
939,http://mmadecisions.com/decision/11028/Omar-Morales-vs-Gabriel-Benitez
940,http://mmadecisions.com/decision/11021/Greg-Hardy-vs-Yorgan-De-Castro
941,http://mmadecisions.com/decision/11020/Anthony-Pettis-vs-Donald-Cerrone
942,http://mmadecisions.com/decision/11019/Aleksei-Oleinik-vs-Fabricio-Werdum
943,http://mmadecisions.com/decision/11018/Carla-Esparza-vs-Michelle-Waterson-Gomez
944,http://mmadecisions.com/decision/11016/Bryce-Mitchell-vs-Charles-Rosa
945,http://mmadecisions.com/decision/11015/Ryan-Spann-vs-Sam-Alvey
946,http://mmadecisions.com/decision/10999/Nikita-Krylov-vs-Johnny-Walker
947,http://mmadecisions.com/decision/10998/Francisco-Trinaldo-vs-John-Makdessi
948,http://mmadecisions.com/decision/10997/Brandon-Moreno-vs-Jussier-Formiga
949,http://mmadecisions.com/decision/10996/Amanda-Ribas-vs-Randa-Markos
950,http://mmadecisions.com/decision/10995/Elizeu-Zaleski-dos-Santos-vs-Alexey-Kunchenko
951,http://mmadecisions.com/decision/10994/Rani-Yahya-vs-Enrique-Barzola
952,http://mmadecisions.com/decision/10993/Maryna-Moroz-vs-Mayra-Bueno-Silva
953,http://mmadecisions.com/decision/10992/David-Dvorak-vs-Bruno-Silva
954,http://mmadecisions.com/decision/10991/Bea-Malecki-vs-Veronica-Hardy
955,http://mmadecisions.com/decision/10985/Israel-Adesanya-vs-Yoel-Romero
956,http://mmadecisions.com/decision/10984/Weili-Zhang-vs-Joanna-Jedrzejczyk
957,http://mmadecisions.com/decision/10982/Neil-Magny-vs-Li-Jingliang
958,http://mmadecisions.com/decision/10981/Alex-Oliveira-vs-Max-Griffin
959,http://mmadecisions.com/decision/10979/Mark-O.-Madsen-vs-Austin-Hubbard
960,http://mmadecisions.com/decision/10976/Giga-Chikadze-vs-Jamall-Emmers
961,http://mmadecisions.com/decision/10951/Kyler-Phillips-vs-Gabriel-Silva
962,http://mmadecisions.com/decision/10949/Marcin-Tybura-vs-Sergey-Spivak
963,http://mmadecisions.com/decision/10948/Luis-Pena-vs-Steve-Garcia
964,http://mmadecisions.com/decision/10945/Sean-Brady-vs-Ismail-Naurdiev
965,http://mmadecisions.com/decision/10928/Dan-Hooker-vs-Paul-Felder
966,http://mmadecisions.com/decision/10926/Yan-Xiaonan-vs-Karolina-Kowalkiewicz
967,http://mmadecisions.com/decision/10924/Brad-Riddell-vs-Magomed-Mustafaev
968,http://mmadecisions.com/decision/10921/Jake-Matthews-vs-Emil-Meek
969,http://mmadecisions.com/decision/10919/Kai-Kara-France-vs-Tyson-Nam
970,http://mmadecisions.com/decision/10918/Angela-Hill-vs-Loma-Lookboonmee
971,http://mmadecisions.com/decision/10888/Montana-De-La-Rosa-vs-Mara-Romero-Borella
972,http://mmadecisions.com/decision/10886/Ray-Borg-vs-Rogerio-Bontorin
973,http://mmadecisions.com/decision/10885/Lando-Vannata-vs-Yancy-Medeiros
974,http://mmadecisions.com/decision/10882/Scott-Holtzman-vs-Jim-Miller
975,http://mmadecisions.com/decision/10881/Devin-Clark-vs-Dequan-Townsend
976,http://mmadecisions.com/decision/10880/Merab-Dvalishvili-vs-Casey-Kenney
977,http://mmadecisions.com/decision/10879/Macy-Chiasson-vs-Shanna-Young
978,http://mmadecisions.com/decision/10877/Jon-Jones-vs-Dominick-Reyes
979,http://mmadecisions.com/decision/10874/Dan-Ige-vs-Mirsad-Bektic
980,http://mmadecisions.com/decision/10873/Derrick-Lewis-vs-Ilir-Latifi
981,http://mmadecisions.com/decision/10872/Trevin-Giles-vs-James-Krause
982,http://mmadecisions.com/decision/10870/Lauren-Murphy-vs-Andrea-Lee
983,http://mmadecisions.com/decision/10867/Andre-Ewell-vs-Jonathan-Martinez
984,http://mmadecisions.com/decision/10866/Youssef-Zalal-vs-Austin-Lingo
985,http://mmadecisions.com/decision/10849/Michael-Chiesa-vs-Rafael-dos-Anjos
986,http://mmadecisions.com/decision/10842/Jamahal-Hill-vs-Darko-Stosic
987,http://mmadecisions.com/decision/10840/Bevon-Lewis-vs-Dequan-Townsend
988,http://mmadecisions.com/decision/10837/Arnold-Allen-vs-Nik-Lentz
