,Judge 1 Fighter 1 Round 1,Judge 1 Fighter 2 Round 1,Judge 1 Fighter 1 Round 2,Judge 1 Fighter 2 Round 2,Judge 1 Fighter 1 Round 3,Judge 1 Fighter 2 Round 3,Judge 1 Fighter 1 Round 4,Judge 1 Fighter 2 Round 4,Judge 1 Fighter 1 Round 5,Judge 1 Fighter 2 Round 5,Judge 2 Fighter 1 Round 1,Judge 2 Fighter 2 Round 1,Judge 2 Fighter 1 Round 2,Judge 2 Fighter 2 Round 2,Judge 2 Fighter 1 Round 3,Judge 2 Fighter 2 Round 3,Judge 2 Fighter 1 Round 4,Judge 2 Fighter 2 Round 4,Judge 2 Fighter 1 Round 5,Judge 2 Fighter 2 Round 5,Judge 3 Fighter 1 Round 1,Judge 3 Fighter 2 Round 1,Judge 3 Fighter 1 Round 2,Judge 3 Fighter 2 Round 2,Judge 3 Fighter 1 Round 3,Judge 3 Fighter 2 Round 3,Judge 3 Fighter 1 Round 4,Judge 3 Fighter 2 Round 4,Judge 3 Fighter 1 Round 5,Judge 3 Fighter 2 Round 5,Date,Fighter 1,Fighter 2,Judge 1,Judge 2,Judge 3
0,10,9,9,10,9,10,,,,,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,"August 13, 2022",Nina Nunes,Cynthia Calvillo,Derek Cleary,Chris Crail,Junichiro Kamijo
0,9,10,9,10,10,8,,,,,9,10,9,10,10,9,,,,,9,10,9,10,10,8,,,,,"August 13, 2022",Youssef Zalal,Da'Mon Blackshear,Michael Bell,Chris Crail,Sal D'Amato
0,10,9,10,8,10,9,10,9,10,8,10,9,10,8,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,"July 30, 2022",Amanda Nunes,Julianna Pena,Douglas Crosby,Sal D'Amato,Jacob Montalvo
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"July 30, 2022",Alex Morono,Matthew Semelsberger,Steve Armstrong,Kent Basinger,Seth Fuller
0,10,9,9,10,10,9,,,,,10,9,9,10,9,10,,,,,10,9,9,10,10,9,,,,,"July 30, 2022",Hamdy Abdelwahab,Don'tale Mayes,Kent Basinger,Seth Fuller,Dan Mathisen
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"July 30, 2022",Drakkar Klose,Rafa Garcia,Steve Armstrong,Kent Basinger,Aaron Menard
0,9,10,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"July 30, 2022",Joselyne Edwards,Ji Yeon Kim,Steve Armstrong,Kent Basinger,Seth Fuller
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"July 30, 2022",Orion Cosce,Blood Diamond,Kent Basinger,Seth Fuller,Dan Mathisen
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"July 23, 2022",Jack Hermansson,Chris Curtis,Darryl Ransom,Clemens Werner,Cezary Wojciechowski
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 23, 2022",Volkan Oezdemir,Paul Craig,David Lethaby,Vito Paolillo,Cezary Wojciechowski
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 23, 2022",Ludovit Klein,Mason Jones,Ben Cartlidge,Darryl Ransom,Clemens Werner
0,10,9,10,9,10,9,,,,,10,9,10,8,10,9,,,,,10,9,10,9,10,8,,,,,"July 23, 2022",Marc Diakiese,Damir Hadzovic,Anders Ohlsson,Vito Paolillo,Cezary Wojciechowski
0,10,9,10,8,10,9,,,,,10,9,10,8,10,9,,,,,10,9,10,9,10,9,,,,,"July 23, 2022",Nathaniel Wood,Charles Rosa,David Lethaby,Darryl Ransom,Clemens Werner
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 23, 2022",Muhammad Mokaev,Charles Johnson,David Lethaby,Darryl Ransom,Clemens Werner
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 23, 2022",Jai Herbert,Kyle Nelson,Ben Cartlidge,Anders Ohlsson,Darryl Ransom
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 23, 2022",Victoria Leonardo,Mandy Bohm,Vito Paolillo,Clemens Werner,Cezary Wojciechowski
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,8,10,9,,,,,"July 23, 2022",Nicolas Dalby,Claudio Silva,Ben Cartlidge,David Lethaby,Anders Ohlsson
0,9,10,10,8,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"July 16, 2022",Shane Burgos,Charles Jourdain,Michael Bell,Eric Colón,Chris Lee
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 16, 2022",Lauren Murphy,Miesha Tate,Derek Cleary,Douglas Crosby,Dave Tirelli
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 16, 2022",Dustin Stoltzfus,Dwight Grant,Michael Bell,Derek Cleary,Chris Lee
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"July 16, 2022",Emily Ducote,Jessica Penne,Eric Colón,Douglas Crosby,Dave Tirelli
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 09, 2022",Caio Borralho,Armen Petrosyan,Michael Bell,Douglas Crosby,Sal D'Amato
0,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,10,9,10,9,9,10,,,,,"July 09, 2022",Said Nurmagomedov,Douglas Silva de Andrade,Michael Bell,Adalaide Byrd,Derek Cleary
0,10,9,9,10,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 09, 2022",Aiemann Zahabi,Ricky Turcios,Derek Cleary,Douglas Crosby,Sal D'Amato
0,9,10,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"July 09, 2022",Jamie Mullarkey,Michael Johnson,Michael Bell,Derek Cleary,Anthony Maness
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,"July 09, 2022",Antonina Shevchenko,Cortney Casey,Adalaide Byrd,Derek Cleary,Junichiro Kamijo
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,8,,,,,"July 09, 2022",Saidyokub Kakhramonov,Ronnie Lawrence,Sal D'Amato,Junichiro Kamijo,Tony Weeks
0,10,9,10,9,9,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,9,10,10,9,10,9,"July 02, 2022",Israel Adesanya,Jared Cannonier,Derek Cleary,Sal D'Amato,Junichiro Kamijo
0,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,"July 02, 2022",Alexander Volkanovski,Max Holloway,Michael Bell,Sal D'Amato,Ron McCarthy
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 02, 2022",Ian Garry,Gabe Green,Adalaide Byrd,Derek Cleary,Junichiro Kamijo
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 02, 2022",Dricus Du Plessis,Brad Tavares,Michael Bell,Ron McCarthy,Tony Weeks
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 02, 2022",Andre Muniz,Uriah Hall,Derek Cleary,Junichiro Kamijo,Anthony Maness
0,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"July 02, 2022",Maycee Barber,Jessica Eye,Adalaide Byrd,Sal D'Amato,Ron McCarthy
0,9,10,9,10,10,9,10,9,10,9,9,10,9,10,10,9,10,9,10,9,9,10,9,10,10,9,10,9,10,9,"June 25, 2022",Mateusz Gamrot,Arman Tsarukyan,Sal D'Amato,Chris Lee,Ron McCarthy
0,10,9,10,9,10,9,,,,,10,9,10,8,10,8,,,,,10,9,10,9,10,8,,,,,"June 25, 2022",Umar Nurmagomedov,Nate Maness,Junichiro Kamijo,Chris Lee,Tony Weeks
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"June 25, 2022",Chris Curtis,Rodolfo Vieira,Junichiro Kamijo,Chris Lee,Anthony Maness
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"June 25, 2022",Shayilan Nuerdanbieke,T.J. Brown,Adalaide Byrd,Sal D'Amato,Ron McCarthy
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"June 25, 2022",Sergey Morozov,Raulian Paiva,Junichiro Kamijo,Chris Lee,Tony Weeks
0,9,10,9,10,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"June 25, 2022",Vanessa Demopoulos,Jinh Yu Frey,Sal D'Amato,Ron McCarthy,Jerin Valel
0,10,9,9,10,10,9,9,10,9,10,10,9,10,9,10,9,9,10,9,10,10,9,9,10,10,9,10,9,9,10,"June 18, 2022",Josh Emmett,Calvin Kattar,Douglas Crosby,Sal D'Amato,Chris Lee
0,9,10,10,9,9,10,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"June 18, 2022",Damir Ismagulov,Guram Kutateladze,Douglas Crosby,Chris Lee,Jason Stafin
0,10,9,10,8,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"June 18, 2022",Natalia Silva,Jasmine Jasudavicius,Chris Lee,Joel Ojeda,Jon Schorle
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,9,10,,,,,"June 18, 2022",Maria Oliveira,Gloria de Paula,Chris Lee,Joel Ojeda,Jon Schorle
0,9,10,10,9,9,10,10,9,10,9,9,10,9,10,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,"June 12, 2022",Valentina Shevchenko,Taila Santos,Howard Hughes,David Lethaby,Clemens Werner
0,9,10,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"June 12, 2022",Joshua Culibao,Seungwoo Choi,Anthony Dimitriou,Evan Field,Howard Hughes
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"June 12, 2022",Brendan Allen,Jacob Malkoun,Evan Field,Garth Harriman,Howard Hughes
0,9,10,10,9,10,9,,,,,10,9,9,10,10,9,,,,,9,10,10,9,10,9,,,,,"June 12, 2022",Kyung Ho Kang,Danaa Batgerel,Ben Cartlidge,Anthony Dimitriou,Howard Hughes
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"June 12, 2022",Joselyne Edwards,Ramona Pascual,Ben Cartlidge,Anthony Dimitriou,Clemens Werner
0,10,9,10,9,10,9,,,,,10,9,10,9,10,8,,,,,10,9,10,9,10,9,,,,,"June 04, 2022",Movsar Evloev,Dan Ige,Michael Bell,Douglas Crosby,Junichiro Kamijo
0,9,10,10,8,9,10,,,,,9,10,10,7,9,10,,,,,9,10,10,8,10,9,,,,,"June 04, 2022",Joe Solecki,Alex da Silva,Adalaide Byrd,Derek Cleary,Sal D'Amato
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"June 04, 2022",Damon Jackson,Dan Argueta,Michael Bell,Chris Lee,Anthony Maness
0,9,10,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"June 04, 2022",Jeff Molina,Zhalgas Zhumagulov,Michael Bell,Sal D'Amato,Anthony Maness
0,10,9,10,9,10,9,,,,,10,9,10,9,10,8,,,,,10,9,10,9,10,8,,,,,"June 04, 2022",Rinat Fakhretdinov,Andreas Michailidis,Douglas Crosby,Chris Lee,Tony Weeks
0,9,10,10,9,10,9,10,9,9,10,9,10,10,9,10,9,10,9,9,10,9,10,10,9,9,10,10,9,9,10,"May 21, 2022",Ketlen Vieira,Holly Holm,Michael Bell,Derek Cleary,Sal D'Amato
0,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,10,9,10,9,10,9,,,,,"May 21, 2022",Michel Pereira,Santiago Ponzinibbio,Michael Bell,Junichiro Kamijo,Ron McCarthy
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"May 21, 2022",Tabatha Ricci,Polyana Viana,Michael Bell,Adalaide Byrd,Ron McCarthy
0,9,10,9,10,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"May 21, 2022",Jun Yong Park,Eryk Anders,Michael Bell,Sal D'Amato,Anthony Maness
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"May 21, 2022",Jonathan Martinez,Vince Morales,Derek Cleary,Anthony Maness,Ron McCarthy
0,9,10,10,9,9,10,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"May 14, 2022",Katlyn Chookagian,Amanda Ribas,Derek Cleary,Sal D'Amato,Junichiro Kamijo
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"May 14, 2022",Allan Nascimento,Jake Hadley,Adalaide Byrd,Sal D'Amato,Ron McCarthy
0,9,10,10,9,10,9,,,,,9,10,10,8,10,9,,,,,9,10,10,8,10,9,,,,,"May 14, 2022",Viviane Araujo,Andrea Lee,Derek Cleary,Sal D'Amato,Junichiro Kamijo
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"May 14, 2022",Virna Jandiroba,Angela Hill,Sal D'Amato,Junichiro Kamijo,Chris Lee
0,10,9,10,9,10,9,,,,,10,9,10,9,10,8,,,,,10,9,10,9,10,9,,,,,"May 14, 2022",Tatsuro Taira,Carlos Candelario,Adalaide Byrd,Derek Cleary,Ron McCarthy
0,9,10,10,9,9,10,10,9,9,10,10,9,10,9,9,10,10,9,9,10,10,9,10,9,10,9,10,9,9,10,"May 07, 2022",Carla Esparza,Rose Namajunas,Eric Colón,Brad Frank,Rick Winter
0,10,9,9,10,10,9,,,,,9,10,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"May 07, 2022",Ovince Saint Preux,Mauricio Rua,Eric Colón,Junichiro Kamijo,Rick Winter
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,9,10,,,,,"May 07, 2022",Randy Brown,Khaos Williams,Junichiro Kamijo,Chris Lee,Rick Winter
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,8,10,9,,,,,"May 07, 2022",Francisco Trinaldo,Danny Roberts,Eric Colón,Chris Flores,Junichiro Kamijo
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,9,10,,,,,"May 07, 2022",Macy Chiasson,Norma Dumont,Eric Colón,Chris Flores,Junichiro Kamijo
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"May 07, 2022",Blagoy Ivanov,Marcos Rogério de Lima,Eric Curcio,Junichiro Kamijo,Chris Lee
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"May 07, 2022",Tracy Cortez,Melissa Gatto,Brad Frank,Chris Lee,Rick Winter
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,9,10,,,,,"May 07, 2022",C.J. Vergara,Kleydson Rodrigues,Eric Colón,Eric Curcio,Junichiro Kamijo
0,10,9,10,8,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,8,10,9,,,,,"May 07, 2022",Lupita Godinez,Ariane Carnelossi,Eric Colón,Chris Flores,Chris Lee
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"May 07, 2022",Journey Newson,Fernie Garcia,Brad Frank,Junichiro Kamijo,Chris Lee
0,9,10,9,10,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,"April 30, 2022",Marlon Vera,Rob Font,Michael Bell,Sal D'Amato,Junichiro Kamijo
0,9,10,9,10,9,10,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"April 30, 2022",Andrei Arlovski,Jake Collier,Michael Bell,Douglas Crosby,Sal D'Amato
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"April 30, 2022",Darren Elkins,Tristan Connelly,Michael Bell,Junichiro Kamijo,Bryan Miner
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"April 30, 2022",Krzysztof Jotko,Gerald Meerschaert,Adalaide Byrd,Sal D'Amato,Junichiro Kamijo
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"April 30, 2022",Natan Levy,Mike Breeden,Michael Bell,Adalaide Byrd,Sal D'Amato
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"April 23, 2022",Maycee Barber,Montana De La Rosa,Adalaide Byrd,Junichiro Kamijo,Ron McCarthy
0,10,9,10,9,10,9,,,,,10,9,10,9,10,8,,,,,10,9,10,9,10,9,,,,,"April 23, 2022",Preston Parsons,Evan Elder,Junichiro Kamijo,Ron McCarthy,Rick Winter
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"April 23, 2022",Philipe Lins,Marcin Prachnio,Eric Colón,Chris Lee,Tony Weeks
0,10,9,10,9,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,9,10,9,10,10,9,"April 16, 2022",Belal Muhammad,Vicente Luque,Derek Cleary,Sal D'Amato,Chris Lee
0,10,9,10,9,9,9,,,,,10,9,10,9,9,9,,,,,10,9,10,9,9,9,,,,,"April 16, 2022",Caio Borralho,Gadzhi Omargadzhiev,Michael Bell,Douglas Crosby,Junichiro Kamijo
0,10,9,10,9,9,10,,,,,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"April 16, 2022",Mayra Bueno Silva,Wu Yanan,Michael Bell,Adalaide Byrd,Junichiro Kamijo
0,10,9,10,8,10,9,,,,,10,9,10,8,10,9,,,,,10,9,10,8,10,9,,,,,"April 16, 2022",Pat Sabatini,T.J. Laramie,Sal D'Amato,Chris Lee,Anthony Maness
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"April 16, 2022",Mounir Lazzez,Ange Loosa,Michael Bell,Douglas Crosby,Junichiro Kamijo
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"April 16, 2022",Pannie Kianzad,Lina Lansberg,Michael Bell,Derek Cleary,Junichiro Kamijo
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"April 16, 2022",Martin Buday,Chris Barnett,Douglas Crosby,Chris Lee,Tony Weeks
0,9,10,10,9,10,9,,,,,9,10,10,9,9,10,,,,,9,10,10,9,10,9,,,,,"April 16, 2022",Jordan Leavitt,Trey Ogden,Michael Bell,Junichiro Kamijo,Anthony Maness
0,9,10,9,10,10,8,,,,,9,10,10,9,10,8,,,,,9,10,10,9,10,8,,,,,"April 16, 2022",Sam Hughes,Istela Nunes,Adalaide Byrd,Douglas Crosby,Sal D'Amato
0,10,9,10,9,10,9,9,10,9,10,9,10,10,9,10,9,9,10,9,10,10,9,10,9,10,9,9,10,9,10,"April 09, 2022",Aljamain Sterling,Petr Yan,Sal D'Amato,Chris Lee,Eliseo Rodriguez
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"April 09, 2022",Khamzat Chimaev,Gilbert Burns,Eric Colón,Chris Lee,Troy Wincapaw
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,9,10,10,9,9,10,,,,,"April 09, 2022",Mackenzie Dern,Tecia Torres,Derek Cleary,Chris Lee,Barry Luxenberg
0,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"April 09, 2022",Mark O. Madsen,Vinc Pichel,Sal D'Amato,Chris Lee,Howard Reichbach
0,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"April 09, 2022",Ian Garry,Darian Weeks,Derek Cleary,Eric Colón,Troy Wincapaw
0,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"April 09, 2022",Anthony Hernandez,Joshua Fremd,Sal D'Amato,Chris Lee,Barry Luxenberg
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"April 09, 2022",Raquel Pennington,Aspen Ladd,Eric Colón,Sal D'Amato,Barry Luxenberg
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"April 09, 2022",Piera Rodriguez,Kay Hansen,Derek Cleary,Eric Colón,Troy Wincapaw
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"April 09, 2022",Julio Arce,Daniel Santos,Sal D'Amato,Chris Lee,Eliseo Rodriguez
0,9,10,10,9,9,10,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"March 26, 2022",Bryan Barberena,Matt Brown,Andrew Adkins,Michael Bell,Eric Colón
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"March 26, 2022",Kai Kara-France,Askar Askarov,Michael Bell,Sal D'Amato,Todd Schwarz
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,9,10,10,9,,,,,"March 26, 2022",Neil Magny,Max Griffin,Eric Colón,Sal D'Amato,Todd Schwarz
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"March 26, 2022",Marc Diakiese,Viacheslav Borshchev,Andrew Adkins,Michael Bell,Sal D'Amato
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"March 26, 2022",Sara McMann,Karol Rosa,Andrew Adkins,Michael Bell,Eric Colón
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"March 26, 2022",Manon Fiorot,Jennifer Maia,Andrew Adkins,Michael Bell,Sal D'Amato
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"March 26, 2022",Matheus Nicolau,David Dvorak,Eric Colón,Sal D'Amato,Todd Schwarz
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"March 26, 2022",Luis Saldana,Bruno Souza,Andrew Adkins,Michael Bell,Eric Colón
0,10,9,10,9,10,8,,,,,10,9,10,9,10,8,,,,,10,9,10,9,10,8,,,,,"March 19, 2022",Gunnar Nelson,Takashi Sato,David Lethaby,Anders Ohlsson,Paul Sutherland
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,8,,,,,"March 19, 2022",Jack Shore,Timur Valiev,Mark Collett,David Lethaby,Vito Paolillo
0,9,10,9,10,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"March 19, 2022",Elise Reed,Cory McKenna,Derek Cleary,Anders Ohlsson,Clemens Werner
0,9,10,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,"March 12, 2022",Magomed Ankalaev,Thiago Santos,Michael Bell,Derek Cleary,Sal D'Amato
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"March 12, 2022",Sodiq Yusuff,Alex Caceres,Michael Bell,Adalaide Byrd,Sal D'Amato
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"March 12, 2022",Alex Pereira,Bruno Silva,Derek Cleary,Junichiro Kamijo,Rick Winter
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"March 12, 2022",Matthew Semelsberger,A.J. Fletcher,Michael Bell,Sal D'Amato,Dave Hagen
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"March 12, 2022",J.J. Aldrich,Gillian Robertson,Adalaide Byrd,Derek Cleary,Junichiro Kamijo
0,10,9,10,9,10,9,10,9,10,8,10,9,10,9,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,"March 05, 2022",Colby Covington,Jorge Masvidal,Derek Cleary,Sal D'Amato,Junichiro Kamijo
0,10,9,10,9,10,8,10,8,9,10,10,9,10,9,10,8,10,9,10,9,10,9,10,9,10,8,10,9,9,10,"March 05, 2022",Rafael dos Anjos,Renato Moicano,Michael Bell,Chris Lee,Ron McCarthy
0,10,9,10,8,10,8,,,,,10,9,10,8,10,9,,,,,10,9,10,9,10,9,,,,,"March 05, 2022",Bryce Mitchell,Edson Barboza,Derek Cleary,Douglas Crosby,Sal D'Amato
0,9,10,10,9,10,9,,,,,9,10,9,10,10,9,,,,,9,10,10,9,10,9,,,,,"March 05, 2022",Marina Rodriguez,Yan Xiaonan,Michael Bell,Derek Cleary,Ron McCarthy
0,10,9,10,9,9,9,,,,,9,10,9,10,9,9,,,,,10,9,10,9,9,9,,,,,"March 05, 2022",Nicolae Negumereanu,Kennedy Nzechukwu,Douglas Crosby,Sal D'Amato,Tony Weeks
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"March 05, 2022",Tim Elliott,Tagir Ulanbekov,Derek Cleary,Junichiro Kamijo,Ron McCarthy
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,9,10,9,10,,,,,"March 05, 2022",Ludovit Klein,Devonte Smith,Douglas Crosby,Sal D'Amato,Tony Weeks
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"March 05, 2022",Dustin Jacoby,Michal Oleksiejczuk,Michael Bell,Eric Colón,Chris Lee
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"February 26, 2022",Priscila Cachoeira,Ji Yeon Kim,Michael Bell,Adalaide Byrd,Sal D'Amato
0,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,10,9,10,9,10,9,,,,,"February 26, 2022",Armen Petrosyan,Gregory Rodrigues,Michael Bell,Douglas Crosby,Tony Weeks
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,8,10,9,,,,,"February 26, 2022",Josiane Nunes,Ramona Pascual,Adalaide Byrd,Douglas Crosby,Chris Lee
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"February 26, 2022",Jonathan Martinez,Alejandro Perez,Michael Bell,Sal D'Amato,Dave Hagen
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,9,10,10,9,9,10,,,,,"February 26, 2022",Carlos Hernandez,Victor Altamirano,Michael Bell,Sal D'Amato,Dave Hagen
