,Judge 1 Fighter 1 Round 1,Judge 1 Fighter 2 Round 1,Judge 1 Fighter 1 Round 2,Judge 1 Fighter 2 Round 2,Judge 1 Fighter 1 Round 3,Judge 1 Fighter 2 Round 3,Judge 1 Fighter 1 Round 4,Judge 1 Fighter 2 Round 4,Judge 1 Fighter 1 Round 5,Judge 1 Fighter 2 Round 5,Judge 2 Fighter 1 Round 1,Judge 2 Fighter 2 Round 1,Judge 2 Fighter 1 Round 2,Judge 2 Fighter 2 Round 2,Judge 2 Fighter 1 Round 3,Judge 2 Fighter 2 Round 3,Judge 2 Fighter 1 Round 4,Judge 2 Fighter 2 Round 4,Judge 2 Fighter 1 Round 5,Judge 2 Fighter 2 Round 5,Judge 3 Fighter 1 Round 1,Judge 3 Fighter 2 Round 1,Judge 3 Fighter 1 Round 2,Judge 3 Fighter 2 Round 2,Judge 3 Fighter 1 Round 3,Judge 3 Fighter 2 Round 3,Judge 3 Fighter 1 Round 4,Judge 3 Fighter 2 Round 4,Judge 3 Fighter 1 Round 5,Judge 3 Fighter 2 Round 5,Date,Fighter 1,Fighter 2,Judge 1,Judge 2,Judge 3
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"February 18, 2018",Sage Northcutt,Thibault Gouti,Chris Lee,Marcos Rosales,Jason Stafin
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,8,,,,,"February 18, 2018",Lucie Pudilova,Sarah Moras,Jennie Cardenas,Jason Stafin,Anthony Townsend
0,10,9,10,9,10,9,,,,,-,-,-,-,-,-,,,,,-,-,-,-,-,-,,,,,"February 10, 2018",Jose Quinonez,Teruto Ishihara,Howie Booth,Mark Collett,Barry Foley
0,10,9,10,9,9,10,9,10,10,9,10,9,9,10,10,9,9,10,9,10,10,9,10,9,10,9,9,10,10,9,"February 03, 2018",Lyoto Machida,Eryk Anders,Guilherme Bravo,Marcos Rosales,Tony Weeks
0,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"February 03, 2018",Michel Prazeres,Desmond Green,Guilherme Bravo,Phillipe Iorio,Tony Weeks
0,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"February 03, 2018",Tim Johnson,Marcelo Golm,Phillipe Iorio,Marcos Rosales,Joseph Terrell
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"February 03, 2018",Douglas Silva de Andrade,Marlon Vera,Guilherme Bravo,Joseph Terrell,Tony Weeks
0,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,10,9,10,9,9,10,,,,,"February 03, 2018",Sergio Moraes,Tim Means,Phillipe Iorio,Marcos Rosales,Tony Weeks
0,10,9,9,10,10,9,,,,,10,9,10,9,9,10,,,,,9,10,9,10,9,10,,,,,"January 27, 2018",Andre Fili,Dennis Bermudez,Pedro Claudio,Derek Cleary,Steve Elliott
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 27, 2018",Drew Dober,Frank Camacho,Derek Cleary,Andrew Hopper Jr.,Roy Silbert
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"January 27, 2018",Bobby Green,Erik Koch,Sal D'Amato,Steve Elliott,Cardo Urso
0,10,9,10,9,9,10,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 27, 2018",Katlyn Chookagian,Mara Romero Borella,Pedro Claudio,Sal D'Amato,Cardo Urso
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 27, 2018",Randa Markos,Juliana Lima,Derek Cleary,Andrew Hopper Jr.,Roy Silbert
0,9,10,9,10,10,9,,,,,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,"January 27, 2018",Ji Yeon Kim,Justine Kish,Sal D'Amato,Steve Elliott,Cardo Urso
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,9,10,10,9,10,9,,,,,"January 27, 2018",Vinc Pichel,Joaquim Silva,Pedro Claudio,Derek Cleary,Andrew Hopper Jr.
0,10,9,10,9,10,9,10,8,10,9,10,9,10,9,10,9,10,8,10,9,10,9,10,9,10,9,10,8,10,9,"January 20, 2018",Stipe Miocic,Francis Ngannou,Douglas Crosby,David Ginsberg,Chris Lee
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,9,10,9,10,,,,,"January 20, 2018",Gian Villante,Francimar Barroso,David Ginsberg,Mike Mena,Dave Tirelli
0,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"January 20, 2018",Kyle Bochniak,Brandon Davis,Douglas Crosby,Sal D'Amato,Dave Tirelli
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,-,-,-,-,-,-,,,,,"January 20, 2018",Julio Arce,Dan Ige,Douglas Crosby,Sal D'Amato,Alexius Phoenix
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"January 20, 2018",Enrique Barzola,Matt Bessette,Douglas Crosby,David Ginsberg,Mike Mena
0,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"January 14, 2018",Jessica-Rose Clark,Paige VanZant,Justin Brown,Chris Lee,Brian Puccillo
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 14, 2018",Kamaru Usman,Emil Meek,Travis Buesking,Sal D'Amato,Marcos Rosales
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"January 14, 2018",James Krause,Alex White,Travis Buesking,Sal D'Amato,Chris Lee
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 14, 2018",Irene Aldana,Talita Bernardo,Justin Brown,Chris Lee,Marcos Rosales
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"January 14, 2018",J.J. Aldrich,Danielle Taylor,Travis Buesking,Sal D'Amato,Rob Francis
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"January 14, 2018",Mads Burnell,Mike Santiago,Justin Brown,Brian Puccillo,Marcos Rosales
0,10,9,9,10,10,9,10,9,10,9,9,10,9,10,10,9,10,9,10,9,9,10,9,10,10,9,10,9,10,9,"December 30, 2017",Cristiane Cyborg,Holly Holm,Derek Cleary,Dave Hagen,Chris Lee
0,10,8,10,8,10,9,,,,,10,8,10,8,10,9,,,,,10,8,10,8,10,8,,,,,"December 30, 2017",Khabib Nurmagomedov,Edson Barboza,Sal D'Amato,Junichiro Kamijo,Glenn Trowbridge
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"December 30, 2017",Carla Esparza,Cynthia Calvillo,Sal D'Amato,Junichiro Kamijo,Marcos Rosales
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,-,-,-,-,-,-,,,,,"December 30, 2017",Neil Magny,Carlos Condit,Derek Cleary,Dave Hagen,Glenn Trowbridge
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"December 30, 2017",Michal Oleksiejczuk,Khalil Rountree Jr.,Junichiro Kamijo,Marcos Rosales,Tony Weeks
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"December 30, 2017",Myles Jury,Ricky Glenn,Dave Hagen,Chris Lee,Rick Winter
0,9,10,9,10,10,8,,,,,9,10,10,9,10,9,,,,,9,10,9,10,10,8,,,,,"December 30, 2017",Marvin Vettori,Omari Akhmedov,Sal D'Amato,Glenn Trowbridge,Tony Weeks
0,10,8,10,9,10,9,,,,,10,8,10,9,10,8,,,,,10,8,10,9,10,9,,,,,"December 30, 2017",Matheus Nicolau,Louis Smolka,Chris Lee,Marcos Rosales,Rick Winter
0,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,"December 16, 2017",Rafael dos Anjos,Robbie Lawler,Derek Cleary,Sal D'Amato,Jason Rodgers
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"December 16, 2017",John Makdessi,Abel Trujillo,Sal D'Amato,Dr. Greg Jackson,Chris Lee
0,10,8,10,9,10,9,,,,,10,8,10,9,10,9,,,,,9,9,10,9,10,9,,,,,"December 09, 2017",Gabriel Benitez,Jason Knight,Derek Cleary,Marcos Rosales,Wade Vierra
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"December 09, 2017",Scott Holtzman,Darrell Horcher,Derek Cleary,Ron McCarthy,Jason McCoy
0,10,9,10,8,10,8,,,,,10,9,10,9,10,8,,,,,9,10,10,9,10,9,,,,,"December 09, 2017",Eryk Anders,Markus Perez,Abe Belardo,Ron McCarthy,Marcos Rosales
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"December 09, 2017",Benito Lopez,Albert Morales,Derek Cleary,Marcos Rosales,Wade Vierra
0,9,10,10,9,10,9,,,,,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,"December 09, 2017",Alexis Davis,Liz Carmouche,Derek Cleary,Ron McCarthy,Jason McCoy
0,9,10,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"December 09, 2017",Frankie Saenz,Merab Dvalishvili,Derek Cleary,Ron McCarthy,Marcos Rosales
0,10,9,10,9,10,9,,,,,-,-,-,-,-,-,,,,,-,-,-,-,-,-,,,,,"December 09, 2017",Alejandro Perez,Iuri Alcântara,Abe Belardo,Jason McCoy,Wade Vierra
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"December 02, 2017",Henry Cejudo,Sergio Pettis,Eric Colón,Sal D'Amato,Roy Silbert
0,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,"December 02, 2017",Tecia Torres,Michelle Waterson-Gomez,Eric Colón,Bryan Miner,Roy Silbert
0,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,"December 02, 2017",David Teymur,Drakkar Klose,Derek Cleary,Eric Colón,Chris Lee
0,10,9,10,9,9,10,,,,,9,10,10,9,10,9,,,,,9,10,9,10,10,9,,,,,"December 02, 2017",Felice Herrig,Cortney Casey,Sal D'Amato,Bryan Miner,Roy Silbert
0,10,9,9,10,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"November 25, 2017",Wang Guan,Alex Caceres,Kon Papaioannou,Christopher Shen,Paul Sutherland
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,"November 25, 2017",Yan Xiaonan,Kailin Curran,Barry Foley,Kon Papaioannou,Albert Shen
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 25, 2017",Gina Mazany,Wu Yanan,Evan Field,Kon Papaioannou,Christopher Shen
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 25, 2017",Rolando Dy,Wuliji Buren,Charlie Keech,Albert Shen,Paul Sutherland
0,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,10,9,"November 19, 2017",Fabricio Werdum,Marcin Tybura,Anthony Dimitriou,Charlie Keech,Kon Papaioannou
0,9,10,10,9,9,10,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"November 19, 2017",Jessica-Rose Clark,Bec Rawlings,Evan Field,Charlie Keech,Storm Oshyer
0,10,9,9,10,10,9,,,,,10,9,9,10,9,10,,,,,9,10,10,9,10,9,,,,,"November 19, 2017",Belal Muhammad,Tim Means,Evan Field,Charlie Keech,Kevin Manderson
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,9,10,,,,,"November 19, 2017",Jake Matthews,Bojan Velickovic,Anthony Dimitriou,Storm Oshyer,Kon Papaioannou
0,10,9,10,9,10,10,,,,,10,9,10,9,10,9,,,,,10,9,10,8,10,9,,,,,"November 19, 2017",Elias Theodorou,Daniel Kelly,Chris Aliendi,Evan Field,Charlie Keech
0,10,9,10,9,10,9,,,,,10,9,10,9,10,8,,,,,10,9,10,8,10,9,,,,,"November 19, 2017",Alexander Volkanovski,Shane Young,Anthony Dimitriou,Kevin Manderson,Kon Papaioannou
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,9,10,,,,,"November 19, 2017",Frank Camacho,Damien Brown,Chris Aliendi,Evan Field,Kevin Manderson
0,9,10,10,8,10,9,,,,,9,10,10,8,10,9,,,,,9,10,10,9,10,9,,,,,"November 19, 2017",Nadia Kassem,Alex Chambers,Anthony Dimitriou,Storm Oshyer,Kon Papaioannou
0,10,9,10,9,10,8,,,,,10,9,10,9,10,9,,,,,10,9,10,8,10,8,,,,,"November 19, 2017",Eric Shelton,Jenel Lausa,Chris Aliendi,Evan Field,Charlie Keech
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"November 19, 2017",Adam Wieczorek,Anthony Hamilton,Anthony Dimitriou,Charlie Keech,Storm Oshyer
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 11, 2017",Andrei Arlovski,Junior Albini,Derek Cleary,Chris Lee,Jeff Mullen
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,9,10,9,10,,,,,"November 11, 2017",Marlon Moraes,John Dodson,Brian Costello,Chris Lee,Ron Rodriguez
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,8,10,8,,,,,"November 11, 2017",Tatiana Suarez,Viviane Pereira,Elvis Bello,Brian Costello,Jeff Mullen
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 11, 2017",Sage Northcutt,Michel Quinones,Luc Belhumeur,Derek Cleary,Ron Rodriguez
0,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"November 11, 2017",Sean Strickland,Court McGee,Luc Belhumeur,Derek Cleary,Jeff Mullen
0,10,9,10,9,10,9,,,,,10,9,10,9,10,8,,,,,10,9,10,9,10,9,,,,,"November 04, 2017",Stephen Thompson,Jorge Masvidal,Eric Colón,Sal D'Amato,Dave Tirelli
0,10,9,9,10,10,9,,,,,10,9,9,10,10,8,,,,,10,9,9,10,10,9,,,,,"November 04, 2017",Randy Brown,Mickey Gall,Derek Cleary,Chris Lee,Dave Tirelli
0,9,10,10,9,10,8,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,8,,,,,"October 28, 2017",Colby Covington,Demian Maia,Guilherme Bravo,Derek Cleary,Dave Tirelli
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,"October 28, 2017",John Lineker,Marlon Vera,Guilherme Bravo,Derek Cleary,Marcos Rosales
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,8,9,10,10,9,,,,,"October 28, 2017",Elizeu Zaleski dos Santos,Max Griffin,Guilherme Bravo,Derek Cleary,Dave Tirelli
0,9,10,9,10,9,10,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"October 28, 2017",Deiveson Figueiredo,Jarred Brooks,Guilherme Bravo,Phillipe Iorio,Dave Tirelli
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 21, 2017",Karolina Kowalkiewicz,Jodie Esquibel,Ben Cartlidge,Andreas Grüner,Pawel Harasim
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 21, 2017",Oskar Piechota,Jonathan Wilson,Ben Cartlidge,Andreas Grüner,Maciej Motylewski
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 21, 2017",Marcin Held,Nasrat Haqparast,Mark Collett,Pawel Harasim,Paul Sutherland
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 21, 2017",Ramazan Emeev,Sam Alvey,Mark Collett,Pawel Harasim,Paul Sutherland
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 21, 2017",Andre Fili,Artem Lobov,Ben Cartlidge,Paul Sutherland,Cezary Wojciechowski
0,10,9,10,9,9,10,,,,,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"October 21, 2017",Warlley Alves,Salim Touahri,Mark Collett,Andreas Grüner,Maciej Motylewski
0,10,8,10,9,10,9,,,,,10,8,10,9,10,9,,,,,10,7,10,9,10,9,,,,,"October 21, 2017",Josh Emmett,Felipe Arantes,Ben Cartlidge,Maciej Motylewski,Paul Sutherland
0,9,10,9,10,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"October 07, 2017",Cody Stamann,Tom Duquesnoy,Chris Lee,Marcos Rosales,Rick Winter
0,9,9,10,9,9,10,,,,,9,9,10,9,10,9,,,,,9,9,9,10,9,10,,,,,"October 07, 2017",Lando Vannata,Bobby Green,Derek Cleary,Jeff Mullen,Marcos Rosales
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 07, 2017",Poliana Botelho,Pearl Gonzalez,Sal D'Amato,Chris Lee,Rick Winter
0,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"October 07, 2017",Matt Schnell,Marco Beltran,Sal D'Amato,Jeff Mullen,Marcos Rosales
0,10,9,10,9,10,8,,,,,10,9,10,9,10,8,,,,,10,9,10,9,10,9,,,,,"October 07, 2017",Brad Tavares,Thales Leites,Sal D'Amato,Dave Hagen,Glenn Trowbridge
0,10,9,10,9,10,8,,,,,10,9,10,8,10,8,,,,,10,9,10,9,10,9,,,,,"September 23, 2017",Jessica Andrade,Cláudia Gadelha,Anthony Dimitriou,Barry Foley,Kon Papaioannou
0,10,8,9,10,9,9,,,,,10,8,9,10,10,8,,,,,10,8,9,10,9,9,,,,,"September 23, 2017",Teruto Ishihara,Rolando Dy,Ben Cartlidge,Evan Field,Charlie Keech
0,9,10,10,9,10,9,,,,,9,10,9,10,10,9,,,,,9,10,10,9,10,9,,,,,"September 23, 2017",Keita Nakamura,Alex Morono,Ben Cartlidge,Barry Foley,Charlie Keech
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,9,10,,,,,"September 23, 2017",Syuri Kondo,Chan-Mi Jeon,Ben Cartlidge,Anthony Dimitriou,Evan Field
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,"September 23, 2017",Shinsho Anzai,Luke Jumeau,Barry Foley,Junichiro Kamijo,Kon Papaioannou
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"September 23, 2017",Daichi Abe,Hyun Gyu Lim,Anthony Dimitriou,Evan Field,Charlie Keech
0,10,9,10,9,9,10,,,,,9,10,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"September 16, 2017",Justin Ledet,Zu Anyanwu,Dave Brogan,Eric Colón,Cardo Urso
0,9,10,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"September 16, 2017",Olivier Aubin-Mercier,Anthony Rocco Martin,Eric Colón,Greg Monskie,Jeff Mullen
0,10,9,10,9,10,8,,,,,10,9,10,8,10,8,,,,,10,9,10,9,10,8,,,,,"September 09, 2017",Jeremy Stephens,Gilbert Melendez,Thomas Collins,Dave Hagen,David Therien
0,10,9,10,8,10,7,,,,,9,10,10,9,10,8,,,,,10,9,10,8,10,8,,,,,"September 09, 2017",Ricky Glenn,Gavin Tucker,Sal D'Amato,Sean Gerke,Dave Hagen
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"September 09, 2017",Arjan Bhullar,Luis Henrique,Robert Donahue,Dave Hagen,David Therien
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"September 02, 2017",Darren Till,Bojan Velickovic,Ben Cartlidge,Takeo Kobayashi,Paul Sutherland
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"September 02, 2017",Rustam Khabilov,Desmond Green,Takeo Kobayashi,Andy Roberts,Paul Sutherland
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"September 02, 2017",Aleksandar Rakic,Francimar Barroso,Ben Cartlidge,Takeo Kobayashi,Paul Sutherland
0,9,10,10,9,10,9,10,9,10,9,8,10,10,9,10,9,10,9,10,9,8,10,10,9,10,9,10,9,10,9,"August 05, 2017",Sergio Pettis,Brandon Moreno,Derek Cleary,Eric Colón,Jeff Mullen
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,9,10,,,,,"August 05, 2017",Alexa Grasso,Randa Markos,Marcos Rosales,Roy Silbert,Dave Tirelli
0,9,10,10,9,10,9,,,,,10,9,10,9,9,10,,,,,9,10,10,9,9,10,,,,,"August 05, 2017",Sam Alvey,Rashad Evans,Derek Cleary,Eric Colón,Jeff Mullen
0,9,10,9,10,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"August 05, 2017",Alejandro Perez,Andre Soukhamthath,Miguel Jimenez,Jeff Mullen,Roy Silbert
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"August 05, 2017",Jose Quinonez,Diego Rivas,Miguel Jimenez,Jeff Mullen,Marcos Rosales
0,9,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,"July 29, 2017",Tyron Woodley,Demian Maia,Sal D'Amato,Marcos Rosales,Wade Vierra
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"July 29, 2017",Robbie Lawler,Donald Cerrone,Michael Bell,Derek Cleary,Marcos Rosales
0,9,10,10,8,10,9,,,,,10,9,10,8,10,9,,,,,9,10,10,9,10,9,,,,,"July 29, 2017",Aljamain Sterling,Renan Barão,Derek Cleary,Marcos Rosales,Wade Vierra
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 29, 2017",Calvin Kattar,Andre Fili,Michael Bell,Guilherme Bravo,Brandon Saucedo
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"July 29, 2017",Alexandra Albu,Kailin Curran,Sal D'Amato,Marcos Rosales,Wade Vierra
0,10,9,9,10,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"July 29, 2017",Jarred Brooks,Eric Shelton,Guilherme Bravo,Brandon Saucedo,Wade Vierra
0,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,10,9,10,9,9,10,,,,,"July 22, 2017",Darren Elkins,Dennis Bermudez,Douglas Crosby,Bryan Miner,Dave Tirelli
0,9,10,10,9,9,10,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 22, 2017",Patrick Cummins,Gian Villante,Sal D'Amato,Jeff Mullen,Dave Tirelli
0,10,8,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,"July 22, 2017",Jimmie Rivera,Thomas Almeida,Douglas Crosby,Bryan Miner,Cardo Urso
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,9,10,10,9,,,,,"July 22, 2017",Elizeu Zaleski dos Santos,Lyman Good,Douglas Crosby,Jeff Mullen,Cardo Urso
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,8,10,9,10,9,,,,,"July 22, 2017",Chase Sherman,Damian Grabowski,Sal D'Amato,Dave Tirelli,Cardo Urso
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"July 22, 2017",Jeremy Kennedy,Kyle Bochniak,Sal D'Amato,Bryan Miner,Jeff Mullen
0,10,9,10,9,10,8,,,,,10,9,10,9,10,8,,,,,10,9,9,10,10,9,,,,,"July 22, 2017",Shane Burgos,Godofredo Pepey,Douglas Crosby,Sal D'Amato,Cardo Urso
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,"July 22, 2017",Chris Wade,Frankie Perez,Sal D'Amato,Jeff Mullen,Dave Tirelli
0,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"July 16, 2017",Cynthia Calvillo,Joanne Wood,Pawel Harasim,Howard Hughes,Maciej Motylewski
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"July 16, 2017",Jack Marshman,Ryan Janes,Mark Collett,Pawel Harasim,Howard Hughes
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 16, 2017",Justin Willis,James Mulheron,Pawel Harasim,Maciej Motylewski,Paul Sutherland
0,9,10,10,8,10,8,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 16, 2017",Danny Henry,Daniel Teymur,Mark Collett,Pawel Harasim,Howard Hughes
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,8,10,9,10,8,,,,,"July 16, 2017",Brett Johns,Albert Morales,Ben Cartlidge,Maciej Motylewski,Paul Sutherland
0,9,10,9,10,10,9,10,9,10,9,9,10,9,10,10,9,10,9,10,9,9,10,9,10,10,9,10,9,10,9,"July 08, 2017",Robert Whittaker,Yoel Romero,Sal D'Amato,Junichiro Kamijo,Jeff Mullen
0,10,9,10,9,8,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"July 08, 2017",Alistair Overeem,Fabricio Werdum,Derek Cleary,Dave Hagen,Chris Lee
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 08, 2017",Curtis Blaydes,Daniel Omielanczuk,Junichiro Kamijo,Jeff Mullen,Glenn Trowbridge
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 08, 2017",Anthony Pettis,Jim Miller,Derek Cleary,Sal D'Amato,Marcos Rosales
0,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 08, 2017",Belal Muhammad,Jordan Mein,Derek Cleary,Sal D'Amato,Jeff Mullen
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 08, 2017",Cody Stamann,Terrion Ware,Junichiro Kamijo,Marcos Rosales,Glenn Trowbridge
0,10,9,9,10,10,8,,,,,9,10,9,10,10,8,,,,,10,9,9,10,10,9,,,,,"June 25, 2017",Dennis Siver,B.J. Penn,Gerald Ritter,Marcos Rosales,Cardo Urso
0,10,9,10,9,10,8,,,,,9,10,10,9,10,9,,,,,9,10,10,8,10,8,,,,,"June 25, 2017",Clay Guida,Erik Koch,Brian Puccillo,David Sutherland,Glenn Trowbridge
