,age_fighter1,reach_fighter1,height_fighter1,days_since_last_comp_fighter1,num_fights_fighter1,last_5_win_ratio_fighter1,L15_ER_average_fighter1,prev_elo_fighter1,prev_trueskill_fighter1,win/lose_streak_fighter1,finish_pcnt_fighter1,total_win/loss_ratio_fighter1,days_since_started_fighter1,sig_strikes_per_minute_fighter1,age_fighter2,reach_fighter2,height_fighter2,days_since_last_comp_fighter2,num_fights_fighter2,last_5_win_ratio_fighter2,L15_ER_average_fighter2,prev_elo_fighter2,prev_trueskill_fighter2,win/lose_streak_fighter2,finish_pcnt_fighter2,total_win/loss_ratio_fighter2,days_since_started_fighter2,sig_strikes_per_minute_fighter2,division_Catch Weight,division_Featherweight,division_Flyweight,division_Heavyweight,division_Light Heavyweight,division_Lightweight,division_Middleweight,division_Open Weight,division_Super Heavyweight,division_Welterweight,division_Women's Bantamweight,division_Women's Featherweight,division_Women's Flyweight,division_Women's Strawweight
6051,10271.75857400722,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11133.0,73.0,73.0,91.0,4.0,0.894355,0.4999737878964292,1371.977358259543,35.04422788362284,1,1.0,1.0,91,4.724409448818897,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1598,11906.0,79.0,79.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10594.565217391304,72.0,72.0,252.0,3.0,0.513853,0.4999737878964292,1199.0700706260973,25.65285247960849,1,0.5,0.5,252,0.6844106463878328,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1444,10436.635028841112,71.0,71.0,308.0,2.0,0.122435,0.4999737878964292,1147.7566178650345,20.794728733287084,-1,0.0,0.0,308,8.70967741935484,10271.75857400722,77.0,77.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5629,11078.0,75.0,75.0,91.0,4.0,0.644355,0.4999737878964292,1251.5980447140796,29.57329872942861,1,0.6666666666666666,0.6666666666666666,91,0.9341317365269461,10271.75857400722,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6443,10271.75857400722,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5742,10436.635028841112,75.0,75.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,11189.0,73.0,73.0,0.0,6.0,1.0,0.4999737878964292,1402.5022106441322,35.986688810227186,4,1.0,1.0,147,3.905325443786982,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5268,11134.0,75.0,75.0,56.0,5.0,0.526,0.4999737878964292,1176.2602560988653,26.762821051824936,-2,0.5,0.5,147,0.4131824889326119,10271.75857400722,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5086,11134.0,75.0,75.0,0.0,6.0,0.6,0.4999737878964292,1176.2602560988653,26.762821051824936,-2,0.5,0.6,147,0.4131824889326119,11527.0,75.0,73.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5163,11527.0,75.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,76.0,76.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6088,10271.75857400722,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6304,10271.75857400722,75.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,76.0,76.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2843,11189.0,73.0,73.0,0.0,7.0,1.0,0.4999737878964292,1402.5022106441322,35.986688810227186,4,1.0,1.0,147,3.905325443786982,11527.0,75.0,73.0,0.0,3.0,0.888853,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6141,11189.0,73.0,73.0,56.0,5.0,0.901,0.4999737878964292,1402.5022106441322,35.986688810227186,4,1.0,1.0,147,3.905325443786982,10749.013953488373,72.0,72.0,56.0,4.0,0.644355,0.4999737878964292,1256.7548466178416,27.906394853296568,1,0.6666666666666666,0.6666666666666666,308,0.7627118644067797,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3192,10594.565217391304,75.0,75.0,70.0,3.0,0.513853,0.4999737878964292,1227.5658574219276,27.280182895578392,1,0.5,0.5,70,1.3756613756613756,10271.75857400722,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1655,11017.564356435643,72.0,72.0,279.0,6.0,0.6,0.4999737878964292,1283.4566937480358,30.321417008186945,1,0.8,0.6,434,0.506532663316583,11470.0,75.0,75.0,217.0,2.0,0.122435,0.4999737878964292,1145.4034382930467,21.682265306396776,-1,0.0,0.0,217,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4877,10271.75857400722,75.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11597.0,75.0,73.0,70.0,4.0,0.894355,0.4999737878964292,1411.932999354203,37.27556105231616,1,1.0,1.0,70,2.7286208601087494,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4470,11140.938320209974,72.0,72.0,0.0,7.0,0.6,0.4999737878964292,1283.4566937480358,30.321417008186945,1,0.8,0.6666666666666666,434,0.506532663316583,11470.0,71.0,71.0,217.0,2.0,0.122435,0.4999737878964292,1144.953551654124,20.794728733287084,-1,0.0,0.0,217,0.9944751381215469,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4624,10271.75857400722,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,8256.0,71.0,71.0,217.0,3.0,0.513853,0.4999737878964292,1195.1971842700725,25.69243074475778,1,0.5,0.5,217,0.3387438249823571,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5060,10749.013953488373,75.0,75.0,0.0,4.0,0.644355,0.4999737878964292,1227.5658574219276,27.280182895578392,1,0.5,0.6666666666666666,70,1.3756613756613756,11597.0,75.0,73.0,0.0,5.0,0.901,0.4999737878964292,1411.932999354203,37.27556105231616,1,1.0,1.0,70,2.7286208601087494,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5918,11579.264270613108,72.0,72.0,0.0,10.0,0.6,0.4999737878964292,1247.7843148293082,28.34345063301168,1,0.8571428571428571,0.6666666666666666,512,0.386885841431296,11337.0,73.0,73.0,0.0,10.0,0.8,0.4999737878964292,1367.993833425004,35.269804265888084,5,0.8571428571428571,0.8888888888888888,295,0.9836065573770493,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6848,10594.565217391304,71.0,71.0,204.0,3.0,0.513853,0.4999737878964292,1222.11504997242,25.039475425516592,1,0.5,0.5,512,3.3962264150943398,11257.63579277865,72.0,72.0,78.0,8.0,0.4,0.4999737878964292,1247.7843148293082,28.34345063301168,1,0.8571428571428571,0.5714285714285714,512,0.386885841431296,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6821,11337.0,73.0,73.0,0.0,9.0,0.8,0.4999737878964292,1367.993833425004,35.269804265888084,5,0.8571428571428571,0.875,295,0.9836065573770493,10854.182524271844,72.0,72.0,148.0,5.0,0.526,0.4999737878964292,1220.863344205354,26.835435860356952,-1,0.5,0.5,456,0.3686635944700461,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5586,11396.855311355312,72.0,72.0,0.0,9.0,0.6,0.4999737878964292,1247.7843148293082,28.34345063301168,1,0.8571428571428571,0.625,512,0.386885841431296,10436.635028841112,72.0,72.0,204.0,2.0,0.872435,0.4999737878964292,1263.165485746296,29.205271266712927,1,1.0,1.0,204,1.752808988764045,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6911,10854.182524271844,75.0,75.0,78.0,5.0,0.526,0.4999737878964292,1253.030728143424,28.38538861682283,1,0.5,0.5,148,0.821406347230865,11988.0,72.0,73.0,204.0,8.0,0.4,0.4999737878964292,1374.2504108882488,34.33119617999207,-1,1.0,0.5714285714285714,820,0.18306046151862834,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4237,11337.0,73.0,73.0,148.0,8.0,0.8,0.4999737878964292,1367.993833425004,35.269804265888084,5,0.8571428571428571,0.8571428571428571,295,0.9836065573770493,11282.0,75.0,75.0,148.0,7.0,0.4,0.4999737878964292,1174.7063751320902,26.728326261688963,1,0.5,0.5,295,0.26268656716417915,0,0,0,0,0,0,0,1,0,0,0,0,0,0
611,10564.0,75.0,75.0,295.0,3.0,0.138853,0.4999737878964292,1155.4738891855477,22.3360168348406,-2,0.0,0.0,820,0.7281553398058253,11257.63579277865,80.0,80.0,295.0,8.0,0.6,0.4999737878964292,1240.6047508310846,28.855687330866367,1,0.42857142857142855,0.5714285714285714,512,0.4380475594493117,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6907,11610.0,71.0,71.0,0.0,4.0,0.644355,0.4999737878964292,1213.6562843754928,28.522892201842584,1,0.0,0.6666666666666666,357,1.9113573407202216,7252.0,74.0,72.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1804,14124.0,74.0,74.0,266.0,12.0,0.8,0.4999737878964292,1475.5536899168922,38.059931480260026,4,0.5454545454545454,0.8181818181818182,784,0.29658669621170153,11737.0,75.0,73.0,140.0,6.0,1.0,0.4999737878964292,1469.2197987621407,38.73754764301036,4,1.0,1.0,210,1.3480341169128354,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4948,11688.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,7252.0,74.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3237,10271.75857400722,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11610.0,71.0,71.0,140.0,3.0,0.513853,0.4999737878964292,1213.6562843754928,28.522892201842584,1,0.0,0.5,357,1.9113573407202216,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1190,8396.0,71.0,71.0,0.0,5.0,0.7135,0.4999737878964292,1248.2785947255534,28.198277529557014,1,0.3333333333333333,0.75,357,0.48887496082732684,10271.75857400722,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
724,8396.0,71.0,71.0,140.0,4.0,0.644355,0.4999737878964292,1248.2785947255534,28.198277529557014,1,0.3333333333333333,0.6666666666666666,357,0.48887496082732684,10271.75857400722,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6297,10577.0,67.0,67.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10193.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6731,8163.0,74.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,10436.635028841112,72.0,72.0,994.0,2.0,0.122435,0.4999737878964292,1136.1191701008513,20.794728733287084,-1,0.0,0.0,994,0.20761245674740486,10742.0,73.0,73.0,784.0,3.0,0.888853,0.4999737878964292,1309.4936782600766,31.67848019117585,2,1.0,1.0,896,4.793814432989691,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6269,10271.75857400722,75.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1887,12396.0,75.0,73.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,10436.635028841112,73.0,73.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4046,11003.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
421,11723.69172932331,72.0,72.0,174.0,11.0,0.6,0.4999737878964292,1310.5529426111202,29.773378473564627,1,0.8,0.6,686,0.2597518521824511,7364.0,74.0,72.0,112.0,3.0,0.888853,0.4999737878964292,1327.6838149764494,33.365357642154315,1,1.0,1.0,112,7.9187817258883255,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3313,12396.0,75.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,12563.0,75.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3799,10742.0,73.0,73.0,0.0,4.0,0.894355,0.4999737878964292,1309.4936782600766,31.67848019117585,2,1.0,1.0,896,4.793814432989691,8163.0,74.0,75.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
628,10271.75857400722,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9620.0,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
912,10044.0,74.0,74.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,10445.0,75.0,75.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6749,10445.0,75.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10436.635028841112,76.0,76.0,380.0,2.0,0.122435,0.4999737878964292,1136.1191701008513,20.794728733287084,-1,0.0,0.0,380,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5591,10436.635028841112,70.0,70.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,9620.0,72.0,72.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2778,10436.635028841112,71.0,71.0,527.0,2.0,0.122435,0.4999737878964292,1165.003106193894,20.95085831392824,-1,1.0,0.0,527,1.2,10271.75857400722,76.0,76.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
773,11907.0,75.0,73.0,170.0,7.0,1.0,0.4999737878964292,1519.8061826106905,40.71341788824947,6,1.0,1.0,380,1.042506981073534,13010.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1824,11017.564356435643,75.0,75.0,232.0,6.0,0.4,0.4999737878964292,1212.6961666667353,27.006606114652445,-2,0.4,0.4,380,0.5422396856581533,10044.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6197,10271.75857400722,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6024,10271.75857400722,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5052,12536.0,75.0,73.0,140.0,3.0,0.888853,0.4999737878964292,1312.591578236822,32.71811178866808,1,1.0,1.0,140,3.3442622950819674,7504.0,74.0,72.0,140.0,4.0,0.894355,0.4999737878964292,1387.273336634,35.62068337278074,3,1.0,1.0,252,6.666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4991,11826.349710982659,72.0,72.0,140.0,12.0,0.4,0.4999737878964292,1250.9634209535698,29.059311681424525,-2,0.7272727272727273,0.5454545454545454,826,0.2255810420780799,13092.0,74.0,74.0,82.0,2.0,0.872435,0.4999737878964292,1286.685471322385,36.81354294674763,1,0.0,1.0,82,2.619047619047619,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2904,10271.75857400722,67.0,67.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10527.0,75.0,75.0,82.0,3.0,0.888853,0.4999737878964292,1309.2082365305905,32.554669391058184,1,1.0,1.0,82,2.670157068062827,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5608,10436.635028841112,69.0,69.0,82.0,2.0,0.872435,0.4999737878964292,1263.165485746296,29.205271266712927,1,1.0,1.0,82,2.8000000000000003,10271.75857400722,77.0,77.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1723,10271.75857400722,76.0,76.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11017.564356435643,74.0,74.0,671.0,6.0,0.4,0.4999737878964292,1183.6339163198577,25.65569420871143,-3,0.4,0.4,924,1.2747252747252749,0,0,0,1,0,0,0,0,0,0,0,0,0,0
818,10436.635028841112,70.0,70.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,10527.0,75.0,75.0,0.0,4.0,0.894355,0.4999737878964292,1309.2082365305905,32.554669391058184,1,1.0,1.0,82,2.670157068062827,0,0,0,1,0,0,0,0,0,0,0,0,0,0
420,12262.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,12005.0,74.0,74.0,317.0,2.0,0.122435,0.4999737878964292,1134.1547590719242,20.794728733287084,-1,0.0,0.0,317,0.7792207792207793,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1137,10387.0,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,75.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2647,10436.635028841112,73.0,73.0,989.0,2.0,0.122435,0.4999737878964292,1159.118898184095,21.80979299451279,-1,0.0,0.0,989,0.6122448979591836,7569.0,74.0,72.0,65.0,5.0,0.7135,0.4999737878964292,1307.4261059772523,32.90820260770067,-1,0.75,0.75,317,2.7193828351012534,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6533,10387.0,72.0,72.0,0.0,2.0,0.122435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10436.635028841112,75.0,75.0,0.0,2.0,0.122435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3325,11932.81,72.0,72.0,65.0,13.0,0.4,0.4999737878964292,1199.283218829512,28.65558446086753,-3,0.6666666666666666,0.5,891,0.20295322968841475,11226.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6202,9144.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10594.565217391304,70.0,70.0,147.0,3.0,0.888853,0.4999737878964292,1311.278216836017,32.71811178866808,1,1.0,1.0,147,1.3761467889908259,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3276,13157.0,74.0,74.0,65.0,3.0,0.888853,0.4999737878964292,1336.6920534464427,38.17884739127987,2,0.5,1.0,147,1.3364361702127658,12601.0,75.0,73.0,65.0,4.0,0.894355,0.4999737878964292,1389.5814088935697,36.585596318702,3,1.0,1.0,205,2.914285714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0
