,Round,KD_fighter1,Sig. str. %_fighter1,Sub. att_fighter1,Rev._fighter1,Ctrl_fighter1,lose_streak_fighter1,round_fighter1,age_fighter1,win_loss_ratio_fighter1,win_streak_fighter1,lose_streak_fighter1,num_fights_fighter1,Sig. str. landed_fighter1,Sig. str. attempted_fighter1,Total str. landed_fighter1,Total str. attempted_fighter1,Total Head landed_fighter1,Total Head attempted_fighter1,Total Body landed_fighter1,Total Body attempted_fighter1,Total Leg landed_fighter1,Total Leg attempted_fighter1,Total Distance landed_fighter1,Total Distance attempted_fighter1,Total Clinch landed_fighter1,Total Clinch attempted_fighter1,Total Ground landed_fighter1,Total Ground attempted_fighter1,Total Takedowns_fighter1,Total Takedowns attempted_fighter1,division_Catch Weight_fighter1,division_Featherweight_fighter1,division_Flyweight_fighter1,division_Heavyweight_fighter1,division_Light Heavyweight_fighter1,division_Lightweight_fighter1,division_Middleweight_fighter1,division_Welterweight_fighter1,division_Women's Bantamweight_fighter1,division_Women's Featherweight_fighter1,division_Women's Flyweight_fighter1,division_Women's Strawweight_fighter1,stance_Orthodox_fighter1,stance_Southpaw_fighter1,stance_Switch_fighter1,KD_fighter2,Sig. str. %_fighter2,Sub. att_fighter2,Rev._fighter2,Ctrl_fighter2,lose_streak_fighter2,age_fighter2,win_loss_ratio_fighter2,win_streak_fighter2,lose_streak_fighter2,num_fights_fighter2,Sig. str. landed_fighter2,Sig. str. attempted_fighter2,Total str. landed_fighter2,Total str. attempted_fighter2,Total Head landed_fighter2,Total Head attempted_fighter2,Total Body landed_fighter2,Total Body attempted_fighter2,Total Leg landed_fighter2,Total Leg attempted_fighter2,Total Distance landed_fighter2,Total Distance attempted_fighter2,Total Clinch landed_fighter2,Total Clinch attempted_fighter2,Total Ground landed_fighter2,Total Ground attempted_fighter2,Total Takedowns_fighter2,Total Takedowns attempted_fighter2,division_Catch Weight_fighter2,division_Featherweight_fighter2,division_Flyweight_fighter2,division_Heavyweight_fighter2,division_Light Heavyweight_fighter2,division_Lightweight_fighter2,division_Middleweight_fighter2,division_Welterweight_fighter2,division_Women's Bantamweight_fighter2,division_Women's Featherweight_fighter2,division_Women's Flyweight_fighter2,division_Women's Strawweight_fighter2,stance_Orthodox_fighter2,stance_Southpaw_fighter2,stance_Switch_fighter2,round_winner
3056,2,0,0.32,0,0,0,0.0,3.0,10623.0,1.0,5.0,0.0,5.0,18,56,18,56,5,39,4,7,9,10,18,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.35,0,0,2,1.0,12345.0,0.6,0.0,1.0,20.0,15,42,15,42,5,29,8,9,2,4,15,42,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3057,3,0,0.38,0,0,6,0.0,3.0,10623.0,1.0,5.0,0.0,5.0,26,68,27,69,13,51,5,8,8,9,26,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.39,0,0,7,1.0,12345.0,0.6,0.0,1.0,20.0,21,53,22,54,13,45,7,7,1,1,21,53,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3058,1,0,0.46,0,0,0,0.0,3.0,10919.0,0.7142857142857143,4.0,0.0,7.0,21,45,21,45,8,29,1,2,12,14,21,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13,0,0,0,1.0,11475.0,0.0,0.0,1.0,1.0,7,51,7,51,3,41,0,5,4,5,7,51,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3059,2,0,0.6,0,0,19,0.0,3.0,10919.0,0.7142857142857143,4.0,0.0,7.0,29,48,31,50,21,37,4,6,4,5,27,46,0,0,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1,0,0,0,1.0,11475.0,0.0,0.0,1.0,1.0,4,39,4,39,3,34,1,4,0,1,4,39,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3060,3,0,0.54,1,0,104,0.0,3.0,10919.0,0.7142857142857143,4.0,0.0,7.0,20,37,36,54,16,33,3,3,1,1,17,34,0,0,3,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.15,0,0,0,1.0,11475.0,0.0,0.0,1.0,1.0,5,33,5,33,2,27,2,5,1,1,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3061,1,0,0.41,0,0,0,0.0,3.0,10460.0,0.5,1.0,0.0,4.0,28,67,28,67,23,58,4,7,1,2,27,66,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.19,0,0,0,4.0,12656.0,0.5714285714285714,0.0,4.0,28.0,10,52,11,53,7,44,3,8,0,0,10,51,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3062,2,0,0.34,0,0,0,0.0,3.0,10460.0,0.5,1.0,0.0,4.0,18,52,18,52,12,42,5,9,1,1,18,51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.06,0,0,0,4.0,12656.0,0.5714285714285714,0.0,4.0,28.0,4,65,4,65,3,59,1,6,0,0,4,64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3063,3,0,0.43,0,0,0,0.0,3.0,10460.0,0.5,1.0,0.0,4.0,31,72,31,72,26,60,4,11,1,1,30,70,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.22,0,0,0,4.0,12656.0,0.5714285714285714,0.0,4.0,28.0,14,61,14,61,10,56,2,3,2,2,14,61,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3064,1,0,0.33,0,0,0,0.0,5.0,9285.0,0.8333333333333334,4.0,0.0,6.0,4,12,4,12,0,6,1,2,3,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.27,0,0,0,1.0,12889.0,0.6923076923076923,0.0,1.0,13.0,5,18,5,18,0,9,2,2,3,7,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3065,2,0,0.36,0,0,0,0.0,5.0,9285.0,0.8333333333333334,4.0,0.0,6.0,9,25,9,25,2,13,2,3,5,9,7,23,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.21,0,0,0,1.0,12889.0,0.6923076923076923,0.0,1.0,13.0,6,28,6,28,1,22,4,5,1,1,5,27,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3066,3,0,0.28,0,0,0,0.0,5.0,9285.0,0.8333333333333334,4.0,0.0,6.0,9,32,9,32,7,25,0,2,2,5,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.25,0,0,0,1.0,12889.0,0.6923076923076923,0.0,1.0,13.0,8,31,8,31,3,24,3,5,2,2,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3067,4,0,0.21,0,0,8,0.0,5.0,9285.0,0.8333333333333334,4.0,0.0,6.0,7,33,7,33,4,26,0,1,3,6,6,31,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3,0,0,0,1.0,12889.0,0.6923076923076923,0.0,1.0,13.0,8,26,8,26,3,20,3,3,2,3,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3068,5,1,0.37,0,0,6,0.0,5.0,9285.0,0.8333333333333334,4.0,0.0,6.0,9,24,11,27,5,17,2,4,2,3,8,23,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.13,0,0,0,1.0,12889.0,0.6923076923076923,0.0,1.0,13.0,3,23,4,24,1,17,1,4,1,2,3,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3069,1,0,0.33,0,0,14,0.0,3.0,10792.0,0.8,1.0,0.0,5.0,9,27,9,27,9,27,0,0,0,0,8,23,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.35,1,1,70,3.0,9448.0,0.5,0.0,3.0,8.0,15,42,18,45,5,22,2,11,8,9,15,40,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3070,2,0,0.52,0,0,0,0.0,3.0,10792.0,0.8,1.0,0.0,5.0,13,25,14,26,12,24,0,0,1,1,10,21,0,0,3,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.33,0,0,101,3.0,9448.0,0.5,0.0,3.0,8.0,12,36,17,42,4,24,4,7,4,5,12,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3071,3,0,0.5,0,0,0,0.0,3.0,10792.0,0.8,1.0,0.0,5.0,5,10,9,15,4,9,1,1,0,0,0,4,0,0,5,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,243,3.0,9448.0,0.5,0.0,3.0,8.0,2,10,29,37,1,6,0,0,1,4,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3072,1,0,0.61,0,0,149,0.0,3.0,13224.0,0.5,1.0,0.0,4.0,11,18,21,30,3,8,8,10,0,0,3,6,8,12,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.38,0,0,82,1.0,10873.0,0.3333333333333333,0.0,1.0,3.0,8,21,40,57,1,11,2,3,5,7,4,12,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3073,2,0,0.76,0,0,166,0.0,3.0,13224.0,0.5,1.0,0.0,4.0,20,26,34,41,6,12,13,13,1,1,7,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.51,0,0,66,1.0,10873.0,0.3333333333333333,0.0,1.0,3.0,14,27,40,61,3,12,6,10,5,5,9,17,5,10,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3074,3,0,0.29,0,0,136,0.0,3.0,13224.0,0.5,1.0,0.0,4.0,9,31,26,54,4,24,5,5,0,2,3,24,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.39,0,0,33,1.0,10873.0,0.3333333333333333,0.0,1.0,3.0,16,41,32,60,6,28,10,12,0,1,11,34,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3075,1,0,0.64,0,0,64,0.0,3.0,10953.0,0.7777777777777778,2.0,0.0,9.0,37,57,65,85,16,31,20,25,1,1,8,18,28,38,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.52,0,0,112,1.0,13656.0,0.5,0.0,1.0,10.0,13,25,32,44,5,16,7,8,1,1,6,17,7,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3076,2,0,0.48,0,0,84,0.0,3.0,10953.0,0.7777777777777778,2.0,0.0,9.0,23,47,42,68,12,29,8,15,3,3,8,17,15,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.59,0,0,81,1.0,13656.0,0.5,0.0,1.0,10.0,19,32,31,45,8,18,8,11,3,3,6,13,10,15,3,4,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3077,3,0,0.5,0,0,93,0.0,3.0,10953.0,0.7777777777777778,2.0,0.0,9.0,17,34,33,50,9,23,5,7,3,4,7,18,8,13,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.37,0,0,69,1.0,13656.0,0.5,0.0,1.0,10.0,9,24,19,34,1,14,6,8,2,2,2,14,7,9,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3078,1,0,0.68,0,0,157,0.0,3.0,14031.0,0.5,1.0,0.0,4.0,13,19,25,33,9,14,2,3,2,2,1,3,5,8,7,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0,0,80,2.0,9686.0,0.5,0.0,2.0,4.0,3,4,3,4,0,0,1,2,2,2,0,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3079,2,0,0.66,0,1,196,0.0,3.0,14031.0,0.5,1.0,0.0,4.0,4,6,11,14,1,2,3,4,0,0,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,1,0,0,2.0,9686.0,0.5,0.0,2.0,4.0,3,5,6,8,1,1,1,3,1,1,2,4,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3080,3,0,0.28,1,0,3,0.0,3.0,14031.0,0.5,1.0,0.0,4.0,8,28,8,28,2,19,1,4,5,5,6,24,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.43,0,0,103,2.0,9686.0,0.5,0.0,2.0,4.0,16,37,17,38,9,22,5,12,2,3,6,26,10,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3081,1,0,0.63,1,0,127,0.0,3.0,10689.0,1.0,1.0,0.0,1.0,33,52,41,60,8,17,17,18,8,17,9,23,19,19,5,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.48,0,0,72,2.0,8237.0,0.0,0.0,2.0,2.0,12,25,19,32,9,22,2,2,1,1,8,19,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3082,2,0,0.44,1,0,189,0.0,3.0,10689.0,1.0,1.0,0.0,1.0,8,18,16,30,2,6,3,7,3,5,0,7,3,4,5,7,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.21,1,0,13,2.0,8237.0,0.0,0.0,2.0,2.0,3,14,7,19,3,11,0,1,0,2,3,11,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3083,3,0,0.65,0,0,168,0.0,3.0,10689.0,1.0,1.0,0.0,1.0,15,23,30,41,7,14,4,4,4,5,6,10,4,5,5,8,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.26,0,0,18,2.0,8237.0,0.0,0.0,2.0,2.0,9,34,16,49,5,27,1,4,3,3,8,27,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3084,1,0,0.52,0,0,87,0.0,3.0,13447.0,0.8181818181818182,7.0,0.0,11.0,11,21,12,22,6,16,2,2,3,3,11,21,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0,0,0,1.0,12343.0,0.6666666666666666,0.0,1.0,9.0,6,24,15,33,3,16,2,5,1,3,5,23,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3085,2,0,0.3,0,0,44,0.0,3.0,13447.0,0.8181818181818182,7.0,0.0,11.0,8,26,9,27,6,20,0,2,2,4,8,23,0,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0,0,111,1.0,12343.0,0.6666666666666666,0.0,1.0,9.0,7,28,23,45,4,22,1,4,2,2,2,18,5,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3086,3,0,0.37,0,0,33,0.0,3.0,13447.0,0.8181818181818182,7.0,0.0,11.0,11,29,11,29,8,23,2,3,1,3,10,28,1,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.37,0,0,22,1.0,12343.0,0.6666666666666666,0.0,1.0,9.0,15,40,24,50,5,26,8,12,2,2,8,33,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3087,1,0,0.54,0,0,47,0.0,3.0,10260.0,0.75,1.0,0.0,4.0,33,61,49,78,25,51,3,3,5,7,25,51,1,2,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.37,0,0,5,2.0,8929.0,0.6,0.0,2.0,5.0,17,45,17,45,11,33,1,1,5,11,17,43,0,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3088,2,0,0.41,0,0,16,0.0,3.0,10260.0,0.75,1.0,0.0,4.0,26,62,27,64,17,47,2,6,7,9,24,58,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36,0,0,0,2.0,8929.0,0.6,0.0,2.0,5.0,18,50,23,57,13,45,2,2,3,3,17,47,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3089,3,0,0.44,0,0,9,0.0,3.0,10260.0,0.75,1.0,0.0,4.0,20,45,20,45,16,35,2,8,2,2,20,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0,0,11,2.0,8929.0,0.6,0.0,2.0,5.0,10,38,10,38,8,35,1,2,1,1,9,36,1,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3090,1,0,0.51,0,0,80,0.0,3.0,10613.0,0.8333333333333334,4.0,0.0,6.0,17,33,24,40,7,20,3,6,7,7,15,29,2,3,0,1,3,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.42,0,0,35,1.0,10238.0,0.3333333333333333,0.0,1.0,3.0,15,35,18,39,9,28,1,1,5,6,15,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3091,2,0,0.6,1,0,242,0.0,3.0,10613.0,0.8333333333333334,4.0,0.0,6.0,15,25,39,58,13,23,0,0,2,2,0,4,2,3,13,18,5,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0,18,1.0,10238.0,0.3333333333333333,0.0,1.0,3.0,1,4,7,13,0,3,0,0,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3092,3,0,0.52,0,0,111,0.0,3.0,10613.0,0.8333333333333334,4.0,0.0,6.0,19,36,26,51,13,29,2,3,4,4,12,26,1,3,6,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27,0,0,0,1.0,10238.0,0.3333333333333333,0.0,1.0,3.0,13,48,14,50,9,41,1,3,3,4,12,47,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3093,1,0,0.53,0,0,34,0.0,3.0,13794.0,0.625,2.0,0.0,8.0,24,45,26,47,9,27,9,9,6,9,21,38,2,2,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.54,0,0,0,4.0,13723.0,0.2,0.0,4.0,5.0,23,42,28,47,14,32,3,4,6,6,23,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3094,2,1,0.55,0,0,54,0.0,3.0,13794.0,0.625,2.0,0.0,8.0,26,47,28,49,14,32,7,9,5,6,14,32,10,13,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3,0,0,8,4.0,13723.0,0.2,0.0,4.0,5.0,13,42,20,53,8,36,3,4,2,2,10,38,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3095,3,0,0.57,0,0,162,0.0,3.0,13794.0,0.625,2.0,0.0,8.0,16,28,30,42,13,22,2,4,1,2,5,14,4,4,7,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4,1,0,0,4.0,13723.0,0.2,0.0,4.0,5.0,8,20,10,23,3,14,4,5,1,1,7,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3096,1,0,0.48,0,0,74,0.0,3.0,11312.0,1.0,2.0,0.0,2.0,13,27,15,29,8,20,3,5,2,2,10,20,0,0,3,7,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.16,0,0,5,1.0,13159.0,0.75,0.0,1.0,4.0,4,25,4,25,1,18,2,4,1,3,4,25,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3097,2,0,0.42,0,0,217,0.0,3.0,11312.0,1.0,2.0,0.0,2.0,12,28,23,40,10,22,2,6,0,0,2,12,2,5,8,11,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3,0,0,0,1.0,13159.0,0.75,0.0,1.0,4.0,4,13,8,18,1,10,1,1,2,2,3,10,1,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3098,3,0,0.48,0,0,15,0.0,3.0,11312.0,1.0,2.0,0.0,2.0,14,29,16,31,10,25,3,3,1,1,12,25,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.09,0,0,0,1.0,13159.0,0.75,0.0,1.0,4.0,4,44,4,44,3,37,0,6,1,1,4,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3099,1,0,0.37,0,0,14,0.0,3.0,13336.0,0.7083333333333334,1.0,0.0,24.0,16,43,17,44,8,33,3,4,5,6,15,42,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3,0,0,0,2.0,12589.0,0.6666666666666666,0.0,2.0,15.0,13,42,14,43,8,35,4,6,1,1,12,40,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3100,2,0,0.39,0,0,0,0.0,3.0,13336.0,0.7083333333333334,1.0,0.0,24.0,21,53,21,53,12,43,1,2,8,8,18,49,3,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36,0,0,0,2.0,12589.0,0.6666666666666666,0.0,2.0,15.0,18,50,18,50,14,46,2,2,2,2,17,49,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3101,3,0,0.52,0,0,37,0.0,3.0,13336.0,0.7083333333333334,1.0,0.0,24.0,21,40,22,42,13,30,2,4,6,6,19,35,2,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44,0,0,0,2.0,12589.0,0.6666666666666666,0.0,2.0,15.0,17,38,18,39,10,29,5,7,2,2,13,33,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3102,1,0,0.46,0,1,23,0.0,3.0,10491.0,0.7,1.0,0.0,10.0,18,39,30,51,4,20,9,14,5,5,13,33,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17,0,0,95,1.0,9556.0,0.75,0.0,1.0,4.0,6,34,16,45,5,30,1,3,0,1,6,33,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3103,2,0,0.61,0,0,59,0.0,3.0,10491.0,0.7,1.0,0.0,10.0,44,72,49,78,26,49,16,21,2,2,34,56,8,10,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38,0,0,92,1.0,9556.0,0.75,0.0,1.0,4.0,15,39,25,49,13,34,2,4,0,1,8,30,7,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3104,3,0,0.65,0,0,0,0.0,3.0,10491.0,0.7,1.0,0.0,10.0,27,41,38,52,10,19,12,16,5,6,6,14,13,16,8,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.37,0,0,204,1.0,9556.0,0.75,0.0,1.0,4.0,6,16,15,25,5,15,1,1,0,0,3,13,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3105,1,0,0.45,0,0,106,0.0,3.0,12621.0,0.7777777777777778,1.0,0.0,9.0,11,24,11,24,0,11,9,11,2,2,5,15,2,5,4,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2,0,0,0,1.0,11239.0,0.5555555555555556,0.0,1.0,9.0,6,29,6,30,3,23,3,6,0,0,3,22,3,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3106,2,0,0.6,0,1,160,0.0,3.0,12621.0,0.7777777777777778,1.0,0.0,9.0,3,5,24,26,0,2,3,3,0,0,2,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0,0,89,1.0,11239.0,0.5555555555555556,0.0,1.0,9.0,2,4,11,14,2,4,0,0,0,0,1,3,0,0,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3107,3,0,0.52,0,0,2,0.0,3.0,12621.0,0.7777777777777778,1.0,0.0,9.0,10,19,12,21,5,14,5,5,0,0,10,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.14,0,0,157,1.0,11239.0,0.5555555555555556,0.0,1.0,9.0,3,21,4,22,1,19,1,1,1,1,3,21,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3108,1,0,0.57,0,0,92,0.0,3.0,10438.0,0.6363636363636364,1.0,0.0,11.0,43,75,50,82,38,68,4,6,1,1,23,49,11,15,9,11,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.33,0,0,29,1.0,13670.0,0.5454545454545454,0.0,1.0,11.0,18,53,22,58,12,46,5,5,1,2,10,41,7,11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3109,2,0,0.48,0,0,138,0.0,3.0,10438.0,0.6363636363636364,1.0,0.0,11.0,16,33,24,41,13,29,2,3,1,1,13,28,3,5,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0,0,1.0,13670.0,0.5454545454545454,0.0,1.0,11.0,8,32,15,39,8,29,0,3,0,0,5,26,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3110,3,0,0.45,0,0,252,0.0,3.0,10438.0,0.6363636363636364,1.0,0.0,11.0,5,11,25,39,5,10,0,1,0,0,2,8,2,2,1,1,5,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.35,0,0,1,1.0,13670.0,0.5454545454545454,0.0,1.0,11.0,5,14,7,16,4,10,1,4,0,0,3,12,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3111,1,0,0.36,0,0,0,0.0,3.0,10358.0,0.5555555555555556,1.0,0.0,9.0,15,41,23,49,11,37,2,2,2,2,13,36,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.34,0,0,50,1.0,12387.0,0.3333333333333333,0.0,1.0,9.0,8,23,10,25,5,16,2,5,1,2,7,22,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3112,2,0,0.44,1,0,0,0.0,3.0,10358.0,0.5555555555555556,1.0,0.0,9.0,20,45,20,45,18,42,1,2,1,1,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.33,0,0,9,1.0,12387.0,0.3333333333333333,0.0,1.0,9.0,12,36,12,36,9,32,2,2,1,2,12,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
