,Round,KD_fighter1,Sig. str. %_fighter1,Sub. att_fighter1,Rev._fighter1,Ctrl_fighter1,lose_streak_fighter1,round_fighter1,age_fighter1,win_loss_ratio_fighter1,win_streak_fighter1,lose_streak_fighter1,num_fights_fighter1,Sig. str. landed_fighter1,Sig. str. attempted_fighter1,Total str. landed_fighter1,Total str. attempted_fighter1,Total Head landed_fighter1,Total Head attempted_fighter1,Total Body landed_fighter1,Total Body attempted_fighter1,Total Leg landed_fighter1,Total Leg attempted_fighter1,Total Distance landed_fighter1,Total Distance attempted_fighter1,Total Clinch landed_fighter1,Total Clinch attempted_fighter1,Total Ground landed_fighter1,Total Ground attempted_fighter1,Total Takedowns_fighter1,Total Takedowns attempted_fighter1,division_Catch Weight_fighter1,division_Featherweight_fighter1,division_Flyweight_fighter1,division_Heavyweight_fighter1,division_Light Heavyweight_fighter1,division_Lightweight_fighter1,division_Middleweight_fighter1,division_Welterweight_fighter1,division_Women's Bantamweight_fighter1,division_Women's Featherweight_fighter1,division_Women's Flyweight_fighter1,division_Women's Strawweight_fighter1,stance_Orthodox_fighter1,stance_Southpaw_fighter1,stance_Switch_fighter1,KD_fighter2,Sig. str. %_fighter2,Sub. att_fighter2,Rev._fighter2,Ctrl_fighter2,lose_streak_fighter2,age_fighter2,win_loss_ratio_fighter2,win_streak_fighter2,lose_streak_fighter2,num_fights_fighter2,Sig. str. landed_fighter2,Sig. str. attempted_fighter2,Total str. landed_fighter2,Total str. attempted_fighter2,Total Head landed_fighter2,Total Head attempted_fighter2,Total Body landed_fighter2,Total Body attempted_fighter2,Total Leg landed_fighter2,Total Leg attempted_fighter2,Total Distance landed_fighter2,Total Distance attempted_fighter2,Total Clinch landed_fighter2,Total Clinch attempted_fighter2,Total Ground landed_fighter2,Total Ground attempted_fighter2,Total Takedowns_fighter2,Total Takedowns attempted_fighter2,division_Catch Weight_fighter2,division_Featherweight_fighter2,division_Flyweight_fighter2,division_Heavyweight_fighter2,division_Light Heavyweight_fighter2,division_Lightweight_fighter2,division_Middleweight_fighter2,division_Welterweight_fighter2,division_Women's Bantamweight_fighter2,division_Women's Featherweight_fighter2,division_Women's Flyweight_fighter2,division_Women's Strawweight_fighter2,stance_Orthodox_fighter2,stance_Southpaw_fighter2,stance_Switch_fighter2,round_winner
839,2,0,0.56,0,0,191,0.0,3.0,13548.0,0.5263157894736842,2.0,0.0,19.0,21,37,24,40,16,31,3,4,2,2,15,30,3,4,3,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.56,0,0,30,1.0,10651.0,0.3333333333333333,0.0,1.0,3.0,14,25,15,26,9,20,5,5,0,0,10,20,4,5,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
840,3,0,1.0,1,0,288,0.0,3.0,13548.0,0.5263157894736842,2.0,0.0,19.0,3,3,10,10,1,1,1,1,1,1,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.75,1,0,0,1.0,10651.0,0.3333333333333333,0.0,1.0,3.0,3,4,3,4,1,2,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
841,1,1,0.37,0,0,17,0.0,3.0,12933.0,0.6153846153846154,2.0,0.0,13.0,11,29,15,35,7,24,4,5,0,0,9,26,2,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37,0,0,24,3.0,12603.0,0.0,0.0,3.0,3.0,33,88,43,104,17,68,6,8,10,12,32,84,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
842,2,0,0.56,0,0,103,0.0,3.0,12933.0,0.6153846153846154,2.0,0.0,13.0,14,25,22,34,8,15,5,8,1,2,12,23,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0,0,23,3.0,12603.0,0.0,0.0,3.0,3.0,22,72,34,86,14,61,5,7,3,4,22,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
843,3,0,0.56,0,0,266,0.0,3.0,12933.0,0.6153846153846154,2.0,0.0,13.0,13,23,30,54,10,19,3,4,0,0,4,9,1,2,8,12,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.35,0,0,0,3.0,12603.0,0.0,0.0,3.0,3.0,5,14,6,16,5,12,0,1,0,1,4,12,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
844,1,0,0.61,0,0,187,0.0,3.0,12215.0,0.7333333333333333,2.0,0.0,15.0,44,72,64,111,42,69,1,1,1,2,2,7,1,1,41,64,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.62,0,0,45,2.0,14190.0,0.6111111111111112,0.0,2.0,18.0,10,16,28,36,8,14,2,2,0,0,8,13,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
845,2,0,0.62,1,0,251,0.0,3.0,12215.0,0.7333333333333333,2.0,0.0,15.0,10,16,42,64,10,16,0,0,0,0,0,3,0,0,10,13,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.63,0,0,0,2.0,14190.0,0.6111111111111112,0.0,2.0,18.0,7,11,12,16,5,9,2,2,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
846,3,0,0.57,0,0,279,0.0,3.0,12215.0,0.7333333333333333,2.0,0.0,15.0,4,7,65,96,4,7,0,0,0,0,0,0,0,0,4,7,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4,0,0,7,2.0,14190.0,0.6111111111111112,0.0,2.0,18.0,2,5,11,15,1,4,1,1,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
847,1,1,0.45,0,0,65,0.0,3.0,12629.0,0.8333333333333334,5.0,0.0,6.0,21,46,24,51,16,39,2,4,3,3,10,26,3,4,8,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.34,0,1,65,2.0,13489.0,0.4210526315789473,0.0,2.0,19.0,10,29,15,35,6,25,2,2,2,2,8,27,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
848,2,0,0.39,0,0,37,0.0,3.0,12629.0,0.8333333333333334,5.0,0.0,6.0,11,28,24,42,6,21,2,4,3,3,10,27,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.55,0,0,109,2.0,13489.0,0.4210526315789473,0.0,2.0,19.0,21,38,30,50,10,24,11,13,0,1,10,26,11,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
849,3,0,0.45,0,0,29,0.0,3.0,12629.0,0.8333333333333334,5.0,0.0,6.0,18,40,20,42,10,30,7,8,1,2,16,36,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.43,0,0,90,2.0,13489.0,0.4210526315789473,0.0,2.0,19.0,17,39,29,53,9,25,5,10,3,4,15,35,2,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
850,1,0,0.58,0,0,0,0.0,3.0,9518.0,0.4285714285714285,1.0,0.0,7.0,25,43,28,46,7,18,8,12,10,13,24,42,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37,0,0,35,3.0,12385.0,0.4444444444444444,0.0,3.0,9.0,23,62,25,65,10,47,6,8,7,7,23,60,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
851,2,0,0.65,0,0,68,0.0,3.0,9518.0,0.4285714285714285,1.0,0.0,7.0,60,91,64,97,35,63,12,12,13,16,39,64,5,5,16,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32,0,0,0,3.0,12385.0,0.4444444444444444,0.0,3.0,9.0,18,55,19,56,6,40,7,10,5,5,17,54,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
852,3,0,0.55,0,0,79,0.0,3.0,9518.0,0.4285714285714285,1.0,0.0,7.0,52,94,58,103,28,68,14,16,10,10,32,69,20,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27,0,0,0,3.0,12385.0,0.4444444444444444,0.0,3.0,9.0,15,54,15,55,10,45,3,7,2,2,15,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
853,1,0,0.48,0,0,0,0.0,3.0,11428.0,0.75,1.0,0.0,8.0,20,41,21,42,13,33,2,3,5,5,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.41,0,0,0,1.0,12860.0,0.7142857142857143,0.0,1.0,14.0,26,63,26,63,17,54,5,5,4,4,25,62,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
854,2,0,0.4,0,0,3,0.0,3.0,11428.0,0.75,1.0,0.0,8.0,19,47,19,47,16,41,2,5,1,1,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.35,0,0,23,1.0,12860.0,0.7142857142857143,0.0,1.0,14.0,26,73,26,73,15,61,4,5,7,7,26,73,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
855,3,0,0.63,0,0,0,0.0,3.0,11428.0,0.75,1.0,0.0,8.0,46,73,46,73,44,71,1,1,1,1,46,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.41,0,0,0,1.0,12860.0,0.7142857142857143,0.0,1.0,14.0,39,93,39,93,30,80,3,7,6,6,39,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
856,1,1,0.45,0,1,36,0.0,3.0,13431.0,0.8,4.0,0.0,10.0,14,31,15,32,11,26,2,4,1,1,4,21,3,3,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.46,0,0,21,2.0,11085.0,0.6363636363636364,0.0,2.0,11.0,23,50,25,52,18,45,2,2,3,3,22,49,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
857,2,0,0.4,0,0,9,0.0,3.0,13431.0,0.8,4.0,0.0,10.0,26,64,26,64,21,58,4,5,1,1,24,61,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44,0,0,0,2.0,11085.0,0.6363636363636364,0.0,2.0,11.0,25,56,26,57,20,50,3,4,2,2,25,56,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
858,3,0,0.28,0,0,2,0.0,3.0,13431.0,0.8,4.0,0.0,10.0,20,70,21,71,19,67,1,3,0,0,20,69,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.35,0,0,0,2.0,11085.0,0.6363636363636364,0.0,2.0,11.0,22,62,22,62,16,52,4,7,2,3,21,59,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
859,1,0,0.49,0,0,3,0.0,3.0,13426.0,0.7777777777777778,2.0,0.0,9.0,25,51,25,51,18,42,5,7,2,2,23,49,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.46,0,0,10,2.0,12879.0,0.5294117647058824,0.0,2.0,17.0,21,45,26,50,14,33,2,5,5,7,20,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
860,2,0,0.3,0,0,0,0.0,3.0,13426.0,0.7777777777777778,2.0,0.0,9.0,35,113,35,113,30,105,2,5,3,3,34,111,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.47,0,0,0,2.0,12879.0,0.5294117647058824,0.0,2.0,17.0,27,57,27,57,12,39,5,5,10,13,27,56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
861,3,0,0.39,0,0,3,0.0,3.0,13426.0,0.7777777777777778,2.0,0.0,9.0,43,110,45,112,31,93,6,11,6,6,43,110,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38,0,0,0,2.0,12879.0,0.5294117647058824,0.0,2.0,17.0,26,68,26,68,19,56,3,6,4,6,26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862,1,0,0.5,0,0,244,0.0,3.0,8257.0,1.0,2.0,0.0,2.0,8,16,20,31,4,12,3,3,1,1,5,13,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.35,0,0,0,2.0,8929.0,0.5,0.0,2.0,4.0,6,17,13,24,2,13,1,1,3,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
863,2,0,0.72,1,0,258,0.0,3.0,8257.0,1.0,2.0,0.0,2.0,24,33,38,50,20,29,4,4,0,0,7,12,3,3,14,18,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.33,0,0,0,2.0,8929.0,0.5,0.0,2.0,4.0,8,24,13,30,6,21,0,1,2,2,7,21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
864,3,0,0.7,0,0,218,0.0,3.0,8257.0,1.0,2.0,0.0,2.0,14,20,38,47,11,17,2,2,1,1,7,12,1,2,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.29,0,0,6,2.0,8929.0,0.5,0.0,2.0,4.0,7,24,16,34,2,18,4,5,1,1,6,22,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
865,1,0,0.71,2,2,100,0.0,3.0,13441.0,0.8333333333333334,1.0,0.0,6.0,5,7,33,39,1,3,4,4,0,0,4,5,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.53,0,1,47,2.0,11550.0,0.4,0.0,2.0,5.0,15,28,20,33,7,18,4,5,4,5,11,21,3,3,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
866,2,0,0.85,2,0,14,0.0,3.0,13441.0,0.8333333333333334,1.0,0.0,6.0,17,20,73,79,15,18,2,2,0,0,2,4,0,0,15,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.61,0,0,217,2.0,11550.0,0.4,0.0,2.0,5.0,8,13,14,22,6,11,2,2,0,0,5,8,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
867,3,0,0.81,3,1,223,0.0,3.0,13441.0,0.8333333333333334,1.0,0.0,6.0,18,22,57,62,6,10,12,12,0,0,1,3,0,0,17,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0,0,34,2.0,11550.0,0.4,0.0,2.0,5.0,3,4,22,23,3,4,0,0,0,0,1,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
868,1,1,0.63,0,0,9,0.0,5.0,12870.0,0.6842105263157895,3.0,0.0,19.0,26,41,27,42,19,34,4,4,3,3,23,37,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0,50,1.0,12581.0,0.6923076923076923,0.0,1.0,13.0,36,90,37,91,21,72,12,14,3,4,36,90,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
869,2,0,0.45,0,0,0,0.0,5.0,12870.0,0.6842105263157895,3.0,0.0,19.0,23,51,23,51,15,41,8,9,0,1,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.53,0,0,0,1.0,12581.0,0.6923076923076923,0.0,1.0,13.0,48,89,48,89,23,60,13,17,12,12,48,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
870,3,0,0.41,0,0,130,0.0,5.0,12870.0,0.6842105263157895,3.0,0.0,19.0,12,29,14,31,5,21,0,0,7,8,11,27,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.57,0,0,0,1.0,12581.0,0.6923076923076923,0.0,1.0,13.0,37,64,46,73,29,55,6,7,2,2,35,61,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
871,4,1,0.83,0,0,275,0.0,5.0,12870.0,0.6842105263157895,3.0,0.0,19.0,10,12,15,18,6,8,4,4,0,0,5,7,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,1.0,12581.0,0.6923076923076923,0.0,1.0,13.0,10,20,27,37,9,19,1,1,0,0,2,12,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
872,5,0,0.53,1,0,132,0.0,5.0,12870.0,0.6842105263157895,3.0,0.0,19.0,15,28,17,30,12,25,3,3,0,0,13,24,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.42,0,0,78,1.0,12581.0,0.6923076923076923,0.0,1.0,13.0,18,42,35,60,12,32,6,9,0,1,14,37,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
873,1,1,0.46,0,0,83,0.0,3.0,11433.0,0.6666666666666666,3.0,0.0,15.0,26,56,29,59,21,51,4,4,1,1,18,42,1,1,7,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46,0,0,0,1.0,10909.0,0.6,0.0,1.0,10.0,15,32,17,34,6,21,8,10,1,1,15,31,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
874,2,0,0.37,0,0,0,0.0,3.0,11433.0,0.6666666666666666,3.0,0.0,15.0,29,78,29,78,21,64,8,14,0,0,29,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.48,0,0,0,1.0,10909.0,0.6,0.0,1.0,10.0,23,47,24,48,12,32,11,15,0,0,23,47,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
875,3,0,0.36,0,0,0,0.0,3.0,11433.0,0.6666666666666666,3.0,0.0,15.0,35,96,35,96,28,85,6,10,1,1,35,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.41,0,0,8,1.0,10909.0,0.6,0.0,1.0,10.0,27,65,28,67,17,53,9,11,1,1,26,64,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
876,1,0,0.52,0,0,21,0.0,3.0,11903.0,0.5384615384615384,1.0,0.0,13.0,21,40,24,43,4,17,4,5,13,18,17,36,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.57,0,0,80,1.0,10238.0,0.0,0.0,1.0,1.0,26,45,29,49,5,19,12,16,9,10,19,38,7,7,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
877,2,0,0.42,0,0,0,0.0,3.0,11903.0,0.5384615384615384,1.0,0.0,13.0,32,75,38,81,20,60,6,8,6,7,30,73,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.57,0,0,60,1.0,10238.0,0.0,0.0,1.0,1.0,49,85,52,88,28,56,14,21,7,8,42,77,4,4,3,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
878,3,0,0.53,0,0,0,0.0,3.0,11903.0,0.5384615384615384,1.0,0.0,13.0,55,102,72,119,31,75,20,23,4,4,50,96,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.54,0,0,58,1.0,10238.0,0.0,0.0,1.0,1.0,43,79,44,80,29,61,11,14,3,4,40,72,3,7,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
879,1,0,0.42,0,0,0,0.0,3.0,9659.0,0.6666666666666666,2.0,0.0,3.0,37,87,39,89,25,69,10,15,2,3,32,80,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.37,0,0,5,2.0,10171.0,0.25,0.0,2.0,4.0,24,64,26,66,21,60,3,4,0,0,19,59,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
880,2,0,0.46,0,0,0,0.0,3.0,9659.0,0.6666666666666666,2.0,0.0,3.0,37,80,46,89,26,65,7,11,4,4,35,78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.32,0,0,81,2.0,10171.0,0.25,0.0,2.0,4.0,23,70,35,82,17,61,5,7,1,2,18,63,5,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
881,3,0,0.57,0,0,0,0.0,3.0,9659.0,0.6666666666666666,2.0,0.0,3.0,60,104,61,105,51,89,9,15,0,0,56,99,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.43,0,0,80,2.0,10171.0,0.25,0.0,2.0,4.0,33,76,45,88,27,68,6,8,0,0,29,72,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
882,1,1,0.76,0,1,43,0.0,3.0,12298.0,0.75,2.0,0.0,4.0,19,25,31,37,10,16,6,6,3,3,6,11,6,6,7,8,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0,1,187,1.0,12466.0,0.5714285714285714,0.0,1.0,7.0,6,12,13,19,6,12,0,0,0,0,6,12,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
883,2,0,0.3,0,0,0,0.0,3.0,12298.0,0.75,2.0,0.0,4.0,17,56,17,56,12,47,3,6,2,3,17,56,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,1.0,12466.0,0.5714285714285714,0.0,1.0,7.0,30,50,30,50,22,42,6,6,2,2,30,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
884,3,0,0.63,0,0,0,0.0,3.0,12298.0,0.75,2.0,0.0,4.0,19,30,34,46,10,19,5,7,4,4,15,26,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.53,0,0,198,1.0,12466.0,0.5714285714285714,0.0,1.0,7.0,8,15,23,30,6,13,2,2,0,0,8,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
885,1,0,0.36,0,0,0,0.0,5.0,11044.0,0.75,1.0,0.0,8.0,14,38,18,44,12,36,1,1,1,1,13,36,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.34,0,0,52,1.0,12878.0,0.5454545454545454,0.0,1.0,11.0,13,38,16,41,8,24,4,11,1,3,13,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
886,2,0,0.53,0,0,0,0.0,5.0,11044.0,0.75,1.0,0.0,8.0,29,54,29,54,24,48,2,3,3,3,29,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.38,0,0,0,1.0,12878.0,0.5454545454545454,0.0,1.0,11.0,21,54,21,54,14,42,6,10,1,2,21,54,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
887,3,0,0.36,0,0,0,0.0,5.0,11044.0,0.75,1.0,0.0,8.0,20,55,28,63,18,52,2,3,0,0,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.42,0,0,26,1.0,12878.0,0.5454545454545454,0.0,1.0,11.0,24,57,26,59,4,28,15,24,5,5,21,54,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
888,4,0,0.46,0,0,2,0.0,5.0,11044.0,0.75,1.0,0.0,8.0,20,43,50,78,16,39,4,4,0,0,15,38,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.57,0,0,94,1.0,12878.0,0.5454545454545454,0.0,1.0,11.0,31,54,44,70,8,27,21,25,2,2,24,45,7,9,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
889,5,0,0.41,0,0,0,0.0,5.0,11044.0,0.75,1.0,0.0,8.0,30,73,31,74,25,68,5,5,0,0,28,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.45,0,0,0,1.0,12878.0,0.5454545454545454,0.0,1.0,11.0,33,73,38,78,18,54,14,18,1,1,31,70,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
890,1,0,0.52,0,0,103,0.0,3.0,10589.0,1.0,5.0,0.0,5.0,10,19,19,30,3,11,0,0,7,8,10,19,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.28,0,0,0,2.0,12402.0,0.6470588235294118,0.0,2.0,17.0,4,14,4,15,2,12,2,2,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
891,2,0,0.27,0,0,161,0.0,3.0,10589.0,1.0,5.0,0.0,5.0,5,18,18,32,2,15,2,2,1,1,5,18,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.44,0,0,14,2.0,12402.0,0.6470588235294118,0.0,2.0,17.0,8,18,29,43,7,17,1,1,0,0,7,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
892,3,0,0.6,0,0,201,0.0,3.0,10589.0,1.0,5.0,0.0,5.0,3,5,14,18,3,5,0,0,0,0,3,5,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.68,0,0,39,2.0,12402.0,0.6470588235294118,0.0,2.0,17.0,17,25,38,49,10,15,7,10,0,0,7,11,4,5,6,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
893,1,0,0.6,0,0,84,0.0,3.0,13583.0,0.6842105263157895,2.0,0.0,19.0,21,35,23,37,4,15,1,1,16,19,21,35,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.54,0,0,57,1.0,12491.0,0.6,0.0,1.0,10.0,33,61,45,74,28,55,1,2,4,4,30,57,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
894,2,0,0.5,1,0,288,0.0,3.0,13583.0,0.6842105263157895,2.0,0.0,19.0,1,2,59,85,0,1,0,0,1,1,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1.0,12491.0,0.6,0.0,1.0,10.0,4,4,10,12,2,2,0,0,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
895,3,0,0.45,0,1,264,0.0,3.0,13583.0,0.6842105263157895,2.0,0.0,19.0,5,11,70,96,3,9,0,0,2,2,4,10,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.35,0,0,8,1.0,12491.0,0.6,0.0,1.0,10.0,6,17,48,68,6,16,0,1,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
