,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
5,3,Fabricio Werdum,0,6 of 33,18%,6 of 33,0 of 1,0%,0,0,0:00,6 of 33,5 of 31,0 of 1,1 of 1,6 of 32,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/57871671074ceb4c
0,1,Michael Bisping,0,29 of 64,45%,72 of 119,1 of 1,100%,0,0,4:31,29 of 64,25 of 59,4 of 5,0 of 0,1 of 5,0 of 0,28 of 59,http://www.ufcstats.com/fight-details/05b7bfd4fe75af69
1,1,Elvis Sinosic,0,6 of 11,54%,16 of 23,0 of 0,---,1,0,0:00,6 of 11,0 of 4,2 of 2,4 of 5,4 of 9,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/05b7bfd4fe75af69
2,2,Michael Bisping,0,7 of 13,53%,19 of 25,0 of 0,---,0,1,0:15,7 of 13,5 of 11,2 of 2,0 of 0,6 of 10,0 of 0,1 of 3,http://www.ufcstats.com/fight-details/05b7bfd4fe75af69
3,2,Elvis Sinosic,1,2 of 9,22%,4 of 11,0 of 0,---,1,0,0:59,2 of 9,2 of 8,0 of 0,0 of 1,0 of 5,1 of 1,1 of 3,http://www.ufcstats.com/fight-details/05b7bfd4fe75af69
0,1,Lyoto Machida,0,17 of 24,70%,17 of 24,0 of 0,---,0,0,0:00,17 of 24,3 of 9,4 of 4,10 of 11,17 of 23,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/89b27e0bfa4ef4c3
1,1,David Heath,0,1 of 14,7%,1 of 14,0 of 0,---,0,0,0:00,1 of 14,1 of 12,0 of 1,0 of 1,1 of 12,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/89b27e0bfa4ef4c3
2,2,Lyoto Machida,0,17 of 27,62%,18 of 28,0 of 0,---,0,0,0:05,17 of 27,4 of 14,8 of 8,5 of 5,14 of 24,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/89b27e0bfa4ef4c3
3,2,David Heath,0,4 of 20,20%,8 of 24,0 of 1,0%,0,0,0:00,4 of 20,1 of 14,2 of 3,1 of 3,3 of 19,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/89b27e0bfa4ef4c3
4,3,Lyoto Machida,1,33 of 50,66%,45 of 63,0 of 0,---,1,0,2:32,33 of 50,27 of 42,4 of 6,2 of 2,7 of 13,8 of 8,18 of 29,http://www.ufcstats.com/fight-details/89b27e0bfa4ef4c3
5,3,David Heath,0,3 of 12,25%,11 of 21,0 of 0,---,0,0,0:00,3 of 12,1 of 9,1 of 2,1 of 1,3 of 12,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/89b27e0bfa4ef4c3
0,1,Cheick Kongo,0,15 of 28,53%,18 of 31,0 of 0,---,1,1,0:07,15 of 28,10 of 22,3 of 3,2 of 3,9 of 22,5 of 5,1 of 1,http://www.ufcstats.com/fight-details/67160b93dec2b399
1,1,Assuerio Silva,0,7 of 9,77%,20 of 22,3 of 5,60%,0,0,2:48,7 of 9,4 of 5,0 of 0,3 of 4,5 of 7,1 of 1,1 of 1,http://www.ufcstats.com/fight-details/67160b93dec2b399
2,2,Cheick Kongo,0,21 of 38,55%,30 of 47,0 of 0,---,0,0,0:04,21 of 38,14 of 31,2 of 2,5 of 5,19 of 34,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/67160b93dec2b399
3,2,Assuerio Silva,0,4 of 7,57%,48 of 57,2 of 4,50%,0,0,3:28,4 of 7,0 of 3,1 of 1,3 of 3,4 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/67160b93dec2b399
4,3,Cheick Kongo,0,28 of 47,59%,49 of 70,0 of 0,---,0,0,2:46,28 of 47,16 of 29,11 of 16,1 of 2,9 of 23,16 of 19,3 of 5,http://www.ufcstats.com/fight-details/67160b93dec2b399
5,3,Assuerio Silva,0,2 of 8,25%,18 of 24,1 of 3,33%,0,0,0:55,2 of 8,0 of 6,1 of 1,1 of 1,2 of 5,0 of 3,0 of 0,http://www.ufcstats.com/fight-details/67160b93dec2b399
0,1,Terry Etim,0,5 of 9,55%,16 of 20,0 of 0,---,3,0,0:29,5 of 9,2 of 6,2 of 2,1 of 1,4 of 8,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/8dbd4d1df2e7ff67
1,1,Matt Grice,0,26 of 38,68%,45 of 60,1 of 1,100%,0,0,3:47,26 of 38,20 of 32,6 of 6,0 of 0,0 of 1,0 of 2,26 of 35,http://www.ufcstats.com/fight-details/8dbd4d1df2e7ff67
0,1,Junior Assuncao,0,26 of 44,59%,46 of 66,0 of 0,---,1,0,3:52,26 of 44,18 of 36,7 of 7,1 of 1,9 of 18,14 of 23,3 of 3,http://www.ufcstats.com/fight-details/4563e02bc4c1a1ef
1,1,David Lee,0,9 of 19,47%,17 of 28,0 of 4,0%,0,0,0:03,9 of 19,2 of 9,6 of 8,1 of 2,4 of 10,5 of 9,0 of 0,http://www.ufcstats.com/fight-details/4563e02bc4c1a1ef
2,2,Junior Assuncao,1,3 of 5,60%,13 of 18,0 of 1,0%,1,0,1:16,3 of 5,3 of 5,0 of 0,0 of 0,0 of 2,1 of 1,2 of 2,http://www.ufcstats.com/fight-details/4563e02bc4c1a1ef
3,2,David Lee,0,3 of 5,60%,6 of 8,0 of 0,---,0,0,0:20,3 of 5,1 of 2,1 of 2,1 of 1,1 of 2,2 of 3,0 of 0,http://www.ufcstats.com/fight-details/4563e02bc4c1a1ef
0,1,Alessio Sakara,0,6 of 23,26%,6 of 23,0 of 0,---,0,0,0:00,6 of 23,6 of 23,0 of 0,0 of 0,5 of 20,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/d8b098e5598509cc
1,1,Victor Valimaki,0,0 of 10,0%,0 of 10,0 of 4,0%,0,0,0:05,0 of 10,0 of 10,0 of 0,0 of 0,0 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/d8b098e5598509cc
0,1,Jess Liaudin,0,1 of 5,20%,1 of 5,0 of 0,---,1,0,0:43,1 of 5,0 of 2,0 of 1,1 of 2,1 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/bc8e4abec782fd2b
1,1,Dennis Siver,0,2 of 3,66%,4 of 5,1 of 1,100%,0,0,0:00,2 of 3,0 of 1,2 of 2,0 of 0,2 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/bc8e4abec782fd2b
0,1,Paul Taylor,0,40 of 90,44%,42 of 92,0 of 0,---,0,0,0:00,40 of 90,25 of 72,3 of 3,12 of 15,36 of 85,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/57a71ab365d2b64d
1,1,Edilberto de Oliveira,0,24 of 64,37%,24 of 64,0 of 3,0%,0,0,0:19,24 of 64,10 of 45,9 of 9,5 of 10,24 of 62,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/57a71ab365d2b64d
2,2,Paul Taylor,0,31 of 91,34%,31 of 91,0 of 0,---,0,0,0:05,31 of 91,14 of 66,3 of 4,14 of 21,31 of 89,0 of 0,0 of 2,http://www.ufcstats.com/fight-details/57a71ab365d2b64d
3,2,Edilberto de Oliveira,0,20 of 71,28%,20 of 71,0 of 2,0%,0,0,0:00,20 of 71,9 of 59,6 of 6,5 of 6,20 of 71,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/57a71ab365d2b64d
4,3,Paul Taylor,1,7 of 17,41%,7 of 17,0 of 0,---,0,0,0:03,7 of 17,5 of 15,0 of 0,2 of 2,4 of 9,0 of 0,3 of 8,http://www.ufcstats.com/fight-details/57a71ab365d2b64d
5,3,Edilberto de Oliveira,0,2 of 7,28%,2 of 7,0 of 0,---,0,0,0:00,2 of 7,1 of 6,0 of 0,1 of 1,1 of 6,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/57a71ab365d2b64d
0,1,Matt Serra,2,20 of 40,50%,20 of 40,0 of 0,---,0,0,0:00,20 of 40,13 of 31,3 of 5,4 of 4,13 of 29,0 of 0,7 of 11,http://www.ufcstats.com/fight-details/9f60dd19c5705d45
1,1,Georges St-Pierre,0,6 of 23,26%,6 of 23,0 of 1,0%,0,0,0:05,6 of 23,4 of 20,0 of 0,2 of 3,6 of 23,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/9f60dd19c5705d45
0,1,Josh Koscheck,0,7 of 30,23%,8 of 31,1 of 1,100%,0,0,0:14,7 of 30,6 of 28,0 of 1,1 of 1,7 of 30,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fc4e42a55ba285f6
1,1,Diego Sanchez,0,1 of 27,3%,1 of 27,0 of 0,---,0,1,0:06,1 of 27,0 of 26,0 of 0,1 of 1,1 of 27,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fc4e42a55ba285f6
2,2,Josh Koscheck,0,18 of 45,40%,18 of 45,0 of 0,---,0,0,0:00,18 of 45,14 of 40,2 of 3,2 of 2,18 of 45,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fc4e42a55ba285f6
3,2,Diego Sanchez,0,6 of 40,15%,6 of 40,0 of 0,---,0,0,0:00,6 of 40,3 of 36,0 of 1,3 of 3,6 of 40,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fc4e42a55ba285f6
4,3,Josh Koscheck,0,5 of 41,12%,7 of 43,0 of 0,---,0,0,0:00,5 of 41,3 of 39,1 of 1,1 of 1,5 of 41,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fc4e42a55ba285f6
5,3,Diego Sanchez,0,5 of 49,10%,5 of 49,0 of 0,---,0,0,0:00,5 of 49,3 of 46,0 of 1,2 of 2,5 of 49,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fc4e42a55ba285f6
0,1,Roger Huerta,0,23 of 46,50%,52 of 78,2 of 3,66%,0,0,3:38,23 of 46,20 of 43,3 of 3,0 of 0,5 of 10,5 of 13,13 of 23,http://www.ufcstats.com/fight-details/e7fdbd5c65798a5c
1,1,Leonard Garcia,0,5 of 21,23%,8 of 29,0 of 0,---,2,1,0:18,5 of 21,3 of 17,1 of 2,1 of 2,1 of 8,3 of 10,1 of 3,http://www.ufcstats.com/fight-details/e7fdbd5c65798a5c
2,2,Roger Huerta,0,42 of 110,38%,55 of 125,3 of 3,100%,0,0,2:44,42 of 110,41 of 108,1 of 2,0 of 0,12 of 57,11 of 24,19 of 29,http://www.ufcstats.com/fight-details/e7fdbd5c65798a5c
3,2,Leonard Garcia,0,21 of 59,35%,29 of 69,0 of 0,---,0,0,0:00,21 of 59,17 of 50,2 of 4,2 of 5,16 of 50,4 of 8,1 of 1,http://www.ufcstats.com/fight-details/e7fdbd5c65798a5c
4,3,Roger Huerta,0,20 of 50,40%,45 of 97,1 of 1,100%,0,1,3:46,20 of 50,18 of 47,2 of 3,0 of 0,2 of 10,1 of 4,17 of 36,http://www.ufcstats.com/fight-details/e7fdbd5c65798a5c
5,3,Leonard Garcia,0,3 of 9,33%,21 of 36,0 of 1,0%,0,1,0:47,3 of 9,3 of 8,0 of 0,0 of 1,0 of 5,2 of 3,1 of 1,http://www.ufcstats.com/fight-details/e7fdbd5c65798a5c
0,1,Yushin Okami,0,6 of 18,33%,28 of 41,1 of 2,50%,1,0,2:23,6 of 18,5 of 16,0 of 0,1 of 2,3 of 14,1 of 1,2 of 3,http://www.ufcstats.com/fight-details/cb93f5f9d09b29f1
1,1,Mike Swick,0,8 of 34,23%,9 of 35,0 of 0,---,0,0,0:00,8 of 34,0 of 20,2 of 4,6 of 10,5 of 31,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/cb93f5f9d09b29f1
2,2,Yushin Okami,0,7 of 16,43%,17 of 28,2 of 5,40%,0,0,2:26,7 of 16,4 of 13,2 of 2,1 of 1,4 of 11,2 of 2,1 of 3,http://www.ufcstats.com/fight-details/cb93f5f9d09b29f1
3,2,Mike Swick,0,16 of 45,35%,26 of 55,0 of 0,---,0,0,0:02,16 of 45,11 of 38,1 of 2,4 of 5,9 of 35,7 of 10,0 of 0,http://www.ufcstats.com/fight-details/cb93f5f9d09b29f1
4,3,Yushin Okami,0,15 of 21,71%,84 of 101,1 of 2,50%,1,0,2:25,15 of 21,15 of 21,0 of 0,0 of 0,5 of 9,1 of 1,9 of 11,http://www.ufcstats.com/fight-details/cb93f5f9d09b29f1
5,3,Mike Swick,0,4 of 20,20%,13 of 31,0 of 0,---,0,1,0:57,4 of 20,3 of 19,0 of 0,1 of 1,2 of 17,1 of 2,1 of 1,http://www.ufcstats.com/fight-details/cb93f5f9d09b29f1
0,1,Kendall Grove,0,17 of 37,45%,39 of 59,0 of 0,---,0,0,1:38,17 of 37,4 of 20,7 of 11,6 of 6,6 of 20,11 of 17,0 of 0,http://www.ufcstats.com/fight-details/33b9285aec39e37f
1,1,Alan Belcher,0,3 of 7,42%,5 of 9,1 of 5,20%,0,0,1:32,3 of 7,0 of 4,2 of 2,1 of 1,2 of 5,0 of 1,1 of 1,http://www.ufcstats.com/fight-details/33b9285aec39e37f
2,2,Kendall Grove,0,24 of 37,64%,56 of 69,1 of 1,100%,2,0,3:06,24 of 37,21 of 32,3 of 5,0 of 0,7 of 12,9 of 12,8 of 13,http://www.ufcstats.com/fight-details/33b9285aec39e37f
3,2,Alan Belcher,0,5 of 6,83%,5 of 6,0 of 2,0%,0,0,0:40,5 of 6,0 of 1,3 of 3,2 of 2,5 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/33b9285aec39e37f
0,1,Heath Herring,1,21 of 31,67%,61 of 74,0 of 0,---,0,1,4:07,21 of 31,14 of 24,3 of 3,4 of 4,1 of 5,2 of 3,18 of 23,http://www.ufcstats.com/fight-details/579f0be80b359d8b
1,1,Brad Imes,0,0 of 3,0%,1 of 6,1 of 1,100%,2,0,0:03,0 of 3,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/579f0be80b359d8b
2,2,Heath Herring,1,29 of 57,50%,68 of 102,0 of 0,---,0,0,3:18,29 of 57,28 of 56,1 of 1,0 of 0,20 of 39,1 of 2,8 of 16,http://www.ufcstats.com/fight-details/579f0be80b359d8b
3,2,Brad Imes,0,5 of 24,20%,17 of 40,0 of 1,0%,0,0,0:21,5 of 24,4 of 22,0 of 1,1 of 1,3 of 20,0 of 0,2 of 4,http://www.ufcstats.com/fight-details/579f0be80b359d8b
4,3,Heath Herring,0,14 of 35,40%,34 of 56,1 of 1,100%,0,1,1:49,14 of 35,11 of 32,3 of 3,0 of 0,5 of 20,2 of 4,7 of 11,http://www.ufcstats.com/fight-details/579f0be80b359d8b
5,3,Brad Imes,0,14 of 25,56%,17 of 28,0 of 0,---,0,0,0:50,14 of 25,11 of 22,3 of 3,0 of 0,7 of 13,5 of 8,2 of 4,http://www.ufcstats.com/fight-details/579f0be80b359d8b
0,1,Thales Leites,0,6 of 14,42%,34 of 43,1 of 2,50%,3,0,4:21,6 of 14,6 of 14,0 of 0,0 of 0,0 of 5,0 of 1,6 of 8,http://www.ufcstats.com/fight-details/54cf1ffbc6e7a9fd
1,1,Pete Sell,0,0 of 1,0%,2 of 3,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 1,0 of 0,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/54cf1ffbc6e7a9fd
2,2,Thales Leites,0,34 of 48,70%,55 of 69,1 of 3,33%,1,0,3:49,34 of 48,30 of 44,2 of 2,2 of 2,4 of 6,2 of 2,28 of 40,http://www.ufcstats.com/fight-details/54cf1ffbc6e7a9fd
3,2,Pete Sell,0,1 of 7,14%,3 of 9,0 of 0,---,1,0,0:00,1 of 7,0 of 5,1 of 2,0 of 0,1 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/54cf1ffbc6e7a9fd
4,3,Thales Leites,0,16 of 22,72%,36 of 43,1 of 3,33%,0,0,2:44,16 of 22,12 of 17,1 of 2,3 of 3,8 of 13,1 of 2,7 of 7,http://www.ufcstats.com/fight-details/54cf1ffbc6e7a9fd
5,3,Pete Sell,0,2 of 6,33%,9 of 13,0 of 0,---,1,0,0:36,2 of 6,1 of 5,1 of 1,0 of 0,1 of 3,0 of 0,1 of 3,http://www.ufcstats.com/fight-details/54cf1ffbc6e7a9fd
0,1,Marcus Davis,0,2 of 5,40%,13 of 16,1 of 1,100%,0,0,4:22,2 of 5,2 of 5,0 of 0,0 of 0,1 of 4,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/f25e367b1cb8fab5
1,1,Pete Spratt,0,0 of 2,0%,8 of 10,0 of 0,---,0,1,0:20,0 of 2,0 of 1,0 of 1,0 of 0,0 of 1,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/f25e367b1cb8fab5
2,2,Marcus Davis,0,4 of 15,26%,5 of 16,2 of 2,100%,1,0,1:09,4 of 15,4 of 15,0 of 0,0 of 0,4 of 13,0 of 1,0 of 1,http://www.ufcstats.com/fight-details/f25e367b1cb8fab5
3,2,Pete Spratt,0,7 of 19,36%,7 of 19,0 of 0,---,0,0,0:00,7 of 19,3 of 13,1 of 2,3 of 4,5 of 15,2 of 3,0 of 1,http://www.ufcstats.com/fight-details/f25e367b1cb8fab5
0,1,Luke Cummo,0,18 of 52,34%,22 of 56,0 of 1,0%,0,0,0:25,18 of 52,8 of 38,7 of 11,3 of 3,12 of 42,6 of 10,0 of 0,http://www.ufcstats.com/fight-details/32b058d82c9e38de
1,1,Josh Haynes,0,6 of 35,17%,11 of 40,1 of 3,33%,0,0,0:23,6 of 35,4 of 33,1 of 1,1 of 1,5 of 33,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/32b058d82c9e38de
2,2,Luke Cummo,1,20 of 37,54%,21 of 38,0 of 0,---,0,0,0:04,20 of 37,11 of 28,9 of 9,0 of 0,19 of 35,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/32b058d82c9e38de
3,2,Josh Haynes,0,3 of 20,15%,4 of 21,0 of 1,0%,0,0,0:00,3 of 20,0 of 15,2 of 3,1 of 2,2 of 18,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/32b058d82c9e38de
0,1,Joe Stevenson,0,2 of 3,66%,2 of 3,1 of 1,100%,1,0,0:11,2 of 3,2 of 3,0 of 0,0 of 0,2 of 2,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/e9390cff6e5d52d0
1,1,Melvin Guillard,0,1 of 7,14%,1 of 7,0 of 0,---,0,0,0:03,1 of 7,1 of 7,0 of 0,0 of 0,1 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/e9390cff6e5d52d0
0,1,Justin McCully,0,9 of 14,64%,24 of 29,1 of 2,50%,0,0,4:31,9 of 14,9 of 14,0 of 0,0 of 0,0 of 0,0 of 0,9 of 14,http://www.ufcstats.com/fight-details/fc4fc81d3b7cc3bd
1,1,Antoni Hardonk,0,9 of 10,90%,15 of 16,0 of 0,---,1,0,0:00,9 of 10,1 of 1,8 of 9,0 of 0,1 of 1,8 of 9,0 of 0,http://www.ufcstats.com/fight-details/fc4fc81d3b7cc3bd
2,2,Justin McCully,0,7 of 19,36%,30 of 51,1 of 1,100%,0,0,4:46,7 of 19,7 of 19,0 of 0,0 of 0,0 of 1,0 of 0,7 of 18,http://www.ufcstats.com/fight-details/fc4fc81d3b7cc3bd
3,2,Antoni Hardonk,0,6 of 8,75%,16 of 20,0 of 0,---,0,0,0:00,6 of 8,2 of 4,4 of 4,0 of 0,1 of 1,5 of 7,0 of 0,http://www.ufcstats.com/fight-details/fc4fc81d3b7cc3bd
4,3,Justin McCully,0,5 of 7,71%,26 of 40,1 of 2,50%,0,0,4:13,5 of 7,3 of 5,0 of 0,2 of 2,2 of 2,1 of 1,2 of 4,http://www.ufcstats.com/fight-details/fc4fc81d3b7cc3bd
5,3,Antoni Hardonk,0,11 of 17,64%,19 of 25,0 of 0,---,0,0,0:00,11 of 17,7 of 13,2 of 2,2 of 2,1 of 4,10 of 13,0 of 0,http://www.ufcstats.com/fight-details/fc4fc81d3b7cc3bd
0,1,Kenny Florian,0,9 of 21,42%,27 of 39,0 of 0,---,0,0,2:17,9 of 21,6 of 17,1 of 2,2 of 2,3 of 10,2 of 3,4 of 8,http://www.ufcstats.com/fight-details/b2443846570bee7b
1,1,Dokonjonosuke Mishima,0,2 of 14,14%,17 of 29,1 of 7,14%,0,0,1:24,2 of 14,2 of 12,0 of 1,0 of 1,1 of 6,1 of 4,0 of 4,http://www.ufcstats.com/fight-details/b2443846570bee7b
2,2,Kenny Florian,0,16 of 27,59%,32 of 46,1 of 1,100%,0,0,2:08,16 of 27,6 of 16,1 of 1,9 of 10,10 of 16,1 of 1,5 of 10,http://www.ufcstats.com/fight-details/b2443846570bee7b
3,2,Dokonjonosuke Mishima,0,2 of 18,11%,2 of 18,0 of 2,0%,1,0,0:05,2 of 18,1 of 15,0 of 2,1 of 1,2 of 18,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/b2443846570bee7b
4,3,Kenny Florian,0,13 of 24,54%,35 of 47,0 of 0,---,1,0,2:52,13 of 24,13 of 24,0 of 0,0 of 0,2 of 4,1 of 1,10 of 19,http://www.ufcstats.com/fight-details/b2443846570bee7b
5,3,Dokonjonosuke Mishima,0,2 of 4,50%,9 of 11,0 of 1,0%,1,0,0:00,2 of 4,1 of 3,1 of 1,0 of 0,0 of 2,1 of 1,1 of 1,http://www.ufcstats.com/fight-details/b2443846570bee7b
0,1,Wilson Gouveia,0,16 of 38,42%,36 of 58,1 of 1,100%,0,0,3:14,16 of 38,9 of 28,1 of 2,6 of 8,5 of 14,2 of 3,9 of 21,http://www.ufcstats.com/fight-details/de2b0b8ef112f3b7
1,1,Seth Petruzelli,0,6 of 23,26%,24 of 41,0 of 0,---,0,0,0:00,6 of 23,3 of 20,0 of 0,3 of 3,5 of 19,1 of 4,0 of 0,http://www.ufcstats.com/fight-details/de2b0b8ef112f3b7
2,2,Wilson Gouveia,0,1 of 1,100%,1 of 1,0 of 0,---,1,0,0:00,1 of 1,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/de2b0b8ef112f3b7
3,2,Seth Petruzelli,0,2 of 7,28%,2 of 7,1 of 1,100%,0,0,0:14,2 of 7,1 of 6,0 of 0,1 of 1,2 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/de2b0b8ef112f3b7
0,1,Drew Fickett,0,30 of 49,61%,42 of 61,0 of 0,---,0,0,1:38,30 of 49,13 of 29,16 of 19,1 of 1,2 of 5,21 of 28,7 of 16,http://www.ufcstats.com/fight-details/73ed365b57dc1a6e
1,1,Keita Nakamura,0,7 of 17,41%,20 of 42,1 of 1,100%,0,1,2:02,7 of 17,5 of 15,2 of 2,0 of 0,1 of 2,3 of 5,3 of 10,http://www.ufcstats.com/fight-details/73ed365b57dc1a6e
2,2,Drew Fickett,0,27 of 64,42%,38 of 77,1 of 4,25%,0,0,0:52,27 of 64,12 of 46,10 of 13,5 of 5,14 of 46,12 of 16,1 of 2,http://www.ufcstats.com/fight-details/73ed365b57dc1a6e
3,2,Keita Nakamura,0,20 of 64,31%,22 of 67,1 of 1,100%,0,0,0:42,20 of 64,19 of 63,0 of 0,1 of 1,14 of 56,3 of 5,3 of 3,http://www.ufcstats.com/fight-details/73ed365b57dc1a6e
4,3,Drew Fickett,0,22 of 61,36%,52 of 103,1 of 1,100%,0,0,4:14,22 of 61,11 of 50,11 of 11,0 of 0,0 of 7,1 of 2,21 of 52,http://www.ufcstats.com/fight-details/73ed365b57dc1a6e
5,3,Keita Nakamura,0,5 of 7,71%,7 of 9,0 of 0,---,0,0,0:17,5 of 7,5 of 7,0 of 0,0 of 0,3 of 5,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/73ed365b57dc1a6e
0,1,Kurt Pellegrino,0,4 of 7,57%,9 of 12,1 of 2,50%,1,0,1:53,4 of 7,3 of 6,1 of 1,0 of 0,0 of 2,0 of 0,4 of 5,http://www.ufcstats.com/fight-details/b15bebf4c6b6f495
1,1,Nate Mohr,0,6 of 11,54%,16 of 21,0 of 0,---,0,0,0:00,6 of 11,4 of 8,2 of 2,0 of 1,1 of 3,3 of 3,2 of 5,http://www.ufcstats.com/fight-details/b15bebf4c6b6f495
0,1,Kuniyoshi Hironaka,0,11 of 18,61%,19 of 26,1 of 3,33%,1,0,3:27,11 of 18,9 of 15,2 of 2,0 of 1,1 of 4,0 of 0,10 of 14,http://www.ufcstats.com/fight-details/6d370bfe4248dc88
1,1,Forrest Petz,0,1 of 8,12%,1 of 8,0 of 0,---,0,0,0:00,1 of 8,0 of 6,0 of 0,1 of 2,1 of 8,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6d370bfe4248dc88
2,2,Kuniyoshi Hironaka,0,4 of 9,44%,17 of 23,3 of 6,50%,0,0,2:27,4 of 9,2 of 7,0 of 0,2 of 2,3 of 8,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/6d370bfe4248dc88
3,2,Forrest Petz,0,5 of 19,26%,15 of 29,0 of 0,---,0,1,0:30,5 of 19,3 of 17,1 of 1,1 of 1,3 of 17,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/6d370bfe4248dc88
4,3,Kuniyoshi Hironaka,0,11 of 18,61%,79 of 89,1 of 3,33%,0,0,4:09,11 of 18,9 of 16,2 of 2,0 of 0,0 of 2,3 of 4,8 of 12,http://www.ufcstats.com/fight-details/6d370bfe4248dc88
5,3,Forrest Petz,0,1 of 8,12%,10 of 17,0 of 0,---,0,0,0:18,1 of 8,1 of 5,0 of 2,0 of 1,0 of 2,1 of 6,0 of 0,http://www.ufcstats.com/fight-details/6d370bfe4248dc88
0,1,Roan Carneiro,0,8 of 12,66%,16 of 20,2 of 2,100%,0,0,3:09,8 of 12,7 of 11,0 of 0,1 of 1,4 of 6,0 of 0,4 of 6,http://www.ufcstats.com/fight-details/460b421493dd9fb8
1,1,Rich Clementi,0,4 of 12,33%,18 of 26,0 of 0,---,0,0,0:00,4 of 12,2 of 10,0 of 0,2 of 2,4 of 12,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/460b421493dd9fb8
2,2,Roan Carneiro,0,9 of 15,60%,29 of 37,3 of 3,100%,2,0,4:24,9 of 15,5 of 11,3 of 3,1 of 1,2 of 2,5 of 5,2 of 8,http://www.ufcstats.com/fight-details/460b421493dd9fb8
3,2,Rich Clementi,0,3 of 10,30%,29 of 36,0 of 0,---,0,0,0:02,3 of 10,2 of 9,1 of 1,0 of 0,1 of 5,2 of 5,0 of 0,http://www.ufcstats.com/fight-details/460b421493dd9fb8
4,3,Roan Carneiro,0,5 of 9,55%,14 of 20,2 of 3,66%,2,0,4:17,5 of 9,4 of 8,1 of 1,0 of 0,1 of 4,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/460b421493dd9fb8
5,3,Rich Clementi,0,2 of 5,40%,12 of 15,0 of 0,---,0,0,0:06,2 of 5,1 of 4,1 of 1,0 of 0,1 of 4,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/460b421493dd9fb8
0,1,Thiago Tavares,0,2 of 4,50%,27 of 31,2 of 3,66%,1,0,1:56,2 of 4,1 of 3,0 of 0,1 of 1,1 of 3,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/e89db3b111f92587
1,1,Naoyuki Kotani,0,2 of 8,25%,17 of 23,0 of 0,---,1,1,1:32,2 of 8,2 of 7,0 of 1,0 of 0,2 of 6,0 of 0,0 of 2,http://www.ufcstats.com/fight-details/e89db3b111f92587
2,2,Thiago Tavares,0,4 of 9,44%,44 of 49,1 of 1,100%,1,0,1:57,4 of 9,4 of 7,0 of 0,0 of 2,1 of 5,0 of 0,3 of 4,http://www.ufcstats.com/fight-details/e89db3b111f92587
