,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
3,2,Manvel Gamburyan,0,7 of 25,28%,31 of 51,1 of 1,100%,0,0,1:55,7 of 25,4 of 21,1 of 2,2 of 2,3 of 15,0 of 0,4 of 10,http://www.ufcstats.com/fight-details/e6dd15ef9fd7927e
4,3,Thiago Tavares,0,15 of 37,40%,15 of 37,0 of 2,0%,0,0,0:09,15 of 37,12 of 33,3 of 4,0 of 0,14 of 34,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/e6dd15ef9fd7927e
5,3,Manvel Gamburyan,0,15 of 55,27%,16 of 56,0 of 3,0%,0,0,0:18,15 of 55,11 of 51,1 of 1,3 of 3,14 of 53,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/e6dd15ef9fd7927e
0,1,John Howard,0,6 of 15,40%,16 of 25,3 of 3,100%,0,0,0:51,6 of 15,1 of 10,2 of 2,3 of 3,5 of 12,1 of 2,0 of 1,http://www.ufcstats.com/fight-details/08f5bdfe45082ec5
1,1,Chris Wilson,0,14 of 31,45%,21 of 38,1 of 3,33%,1,0,1:13,14 of 31,6 of 19,5 of 7,3 of 5,8 of 21,0 of 2,6 of 8,http://www.ufcstats.com/fight-details/08f5bdfe45082ec5
2,2,John Howard,0,6 of 13,46%,30 of 39,2 of 2,100%,0,0,1:22,6 of 13,3 of 9,2 of 2,1 of 2,5 of 11,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/08f5bdfe45082ec5
3,2,Chris Wilson,0,24 of 37,64%,28 of 43,1 of 3,33%,0,0,1:43,24 of 37,8 of 18,11 of 13,5 of 6,12 of 21,6 of 8,6 of 8,http://www.ufcstats.com/fight-details/08f5bdfe45082ec5
4,3,John Howard,0,9 of 13,69%,34 of 42,2 of 2,100%,2,1,3:48,9 of 13,9 of 13,0 of 0,0 of 0,0 of 1,0 of 0,9 of 12,http://www.ufcstats.com/fight-details/08f5bdfe45082ec5
5,3,Chris Wilson,0,7 of 14,50%,18 of 26,0 of 0,---,1,1,0:15,7 of 14,4 of 10,3 of 4,0 of 0,3 of 7,0 of 0,4 of 7,http://www.ufcstats.com/fight-details/08f5bdfe45082ec5
0,1,Jake O'Brien,1,12 of 28,42%,36 of 54,3 of 3,100%,0,0,2:38,12 of 28,12 of 28,0 of 0,0 of 0,4 of 13,5 of 8,3 of 7,http://www.ufcstats.com/fight-details/1cb28e867dd749b8
1,1,Christian Wellisch,0,9 of 37,24%,12 of 40,0 of 1,0%,0,0,0:00,9 of 37,6 of 33,1 of 1,2 of 3,8 of 33,1 of 4,0 of 0,http://www.ufcstats.com/fight-details/1cb28e867dd749b8
2,2,Jake O'Brien,0,6 of 31,19%,18 of 43,2 of 3,66%,0,0,1:37,6 of 31,6 of 31,0 of 0,0 of 0,6 of 29,0 of 1,0 of 1,http://www.ufcstats.com/fight-details/1cb28e867dd749b8
3,2,Christian Wellisch,0,20 of 62,32%,26 of 68,0 of 0,---,0,0,0:00,20 of 62,11 of 50,0 of 0,9 of 12,20 of 62,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1cb28e867dd749b8
4,3,Jake O'Brien,0,7 of 25,28%,7 of 25,4 of 5,80%,0,0,0:59,7 of 25,7 of 25,0 of 0,0 of 0,7 of 25,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1cb28e867dd749b8
5,3,Christian Wellisch,0,17 of 80,21%,29 of 92,0 of 0,---,0,0,0:04,17 of 80,14 of 75,2 of 3,1 of 2,16 of 77,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/1cb28e867dd749b8
0,1,Dan Cramer,0,6 of 21,28%,9 of 29,0 of 0,---,0,1,3:55,6 of 21,6 of 21,0 of 0,0 of 0,0 of 0,0 of 0,6 of 21,http://www.ufcstats.com/fight-details/fb7d31b36bebc5af
1,1,Matt Arroyo,0,5 of 10,50%,42 of 48,1 of 3,33%,2,0,0:23,5 of 10,2 of 7,2 of 2,1 of 1,2 of 6,0 of 1,3 of 3,http://www.ufcstats.com/fight-details/fb7d31b36bebc5af
2,2,Dan Cramer,0,7 of 20,35%,12 of 26,0 of 0,---,0,0,4:41,7 of 20,6 of 19,0 of 0,1 of 1,0 of 0,0 of 0,7 of 20,http://www.ufcstats.com/fight-details/fb7d31b36bebc5af
3,2,Matt Arroyo,0,5 of 8,62%,81 of 88,0 of 0,---,0,0,0:00,5 of 8,3 of 5,2 of 3,0 of 0,1 of 3,0 of 1,4 of 4,http://www.ufcstats.com/fight-details/fb7d31b36bebc5af
4,3,Dan Cramer,0,11 of 27,40%,17 of 35,0 of 0,---,0,1,2:17,11 of 27,10 of 26,1 of 1,0 of 0,2 of 3,0 of 0,9 of 24,http://www.ufcstats.com/fight-details/fb7d31b36bebc5af
5,3,Matt Arroyo,0,6 of 7,85%,25 of 28,1 of 2,50%,3,0,2:02,6 of 7,5 of 6,0 of 0,1 of 1,1 of 2,0 of 0,5 of 5,http://www.ufcstats.com/fight-details/fb7d31b36bebc5af
0,1,Dan Henderson,0,18 of 36,50%,21 of 40,2 of 2,100%,0,0,1:45,18 of 36,9 of 26,2 of 2,7 of 8,8 of 21,2 of 4,8 of 11,http://www.ufcstats.com/fight-details/cb7cfa8b9900878f
1,1,Rich Franklin,0,10 of 21,47%,10 of 21,0 of 0,---,0,0,0:01,10 of 21,2 of 13,7 of 7,1 of 1,10 of 21,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/cb7cfa8b9900878f
2,2,Dan Henderson,0,11 of 31,35%,14 of 34,1 of 2,50%,0,0,2:27,11 of 31,5 of 24,1 of 2,5 of 5,8 of 19,1 of 3,2 of 9,http://www.ufcstats.com/fight-details/cb7cfa8b9900878f
3,2,Rich Franklin,0,8 of 26,30%,9 of 27,0 of 0,---,0,0,0:03,8 of 26,4 of 19,4 of 7,0 of 0,6 of 22,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/cb7cfa8b9900878f
4,3,Dan Henderson,0,7 of 21,33%,8 of 22,1 of 2,50%,0,0,0:54,7 of 21,4 of 14,0 of 1,3 of 6,5 of 19,1 of 1,1 of 1,http://www.ufcstats.com/fight-details/cb7cfa8b9900878f
5,3,Rich Franklin,0,21 of 49,42%,28 of 58,0 of 0,---,0,0,1:29,21 of 49,8 of 34,11 of 13,2 of 2,15 of 39,6 of 9,0 of 1,http://www.ufcstats.com/fight-details/cb7cfa8b9900878f
0,1,Mauricio Rua,1,23 of 29,79%,39 of 46,1 of 1,100%,0,0,2:06,23 of 29,10 of 15,8 of 9,5 of 5,12 of 16,6 of 7,5 of 6,http://www.ufcstats.com/fight-details/396214fd188c2549
1,1,Mark Coleman,0,10 of 24,41%,14 of 29,3 of 5,60%,0,0,1:42,10 of 24,9 of 23,0 of 0,1 of 1,4 of 15,3 of 3,3 of 6,http://www.ufcstats.com/fight-details/396214fd188c2549
2,2,Mauricio Rua,0,25 of 48,52%,44 of 68,0 of 0,---,1,0,1:12,25 of 48,14 of 34,7 of 8,4 of 6,17 of 36,8 of 12,0 of 0,http://www.ufcstats.com/fight-details/396214fd188c2549
3,2,Mark Coleman,0,8 of 24,33%,20 of 37,3 of 3,100%,0,0,1:15,8 of 24,8 of 24,0 of 0,0 of 0,5 of 21,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/396214fd188c2549
4,3,Mauricio Rua,1,14 of 25,56%,23 of 34,0 of 1,0%,1,0,0:11,14 of 25,10 of 20,4 of 4,0 of 1,10 of 20,3 of 4,1 of 1,http://www.ufcstats.com/fight-details/396214fd188c2549
5,3,Mark Coleman,0,13 of 21,61%,37 of 47,1 of 1,100%,0,0,3:13,13 of 21,9 of 17,4 of 4,0 of 0,3 of 9,1 of 1,9 of 11,http://www.ufcstats.com/fight-details/396214fd188c2549
0,1,Rousimar Palhares,0,8 of 15,53%,49 of 65,2 of 2,100%,0,0,4:27,8 of 15,8 of 15,0 of 0,0 of 0,0 of 1,0 of 0,8 of 14,http://www.ufcstats.com/fight-details/dd5f7a14f5782f79
1,1,Jeremy Horn,0,0 of 8,0%,0 of 8,0 of 0,---,0,0,0:00,0 of 8,0 of 8,0 of 0,0 of 0,0 of 6,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/dd5f7a14f5782f79
2,2,Rousimar Palhares,0,6 of 13,46%,36 of 53,2 of 3,66%,0,0,2:37,6 of 13,6 of 11,0 of 2,0 of 0,5 of 11,0 of 1,1 of 1,http://www.ufcstats.com/fight-details/dd5f7a14f5782f79
3,2,Jeremy Horn,0,4 of 17,23%,10 of 23,1 of 1,100%,1,0,0:57,4 of 17,2 of 15,1 of 1,1 of 1,4 of 15,0 of 1,0 of 1,http://www.ufcstats.com/fight-details/dd5f7a14f5782f79
4,3,Rousimar Palhares,0,4 of 7,57%,39 of 50,3 of 5,60%,0,0,3:59,4 of 7,3 of 6,1 of 1,0 of 0,0 of 2,1 of 1,3 of 4,http://www.ufcstats.com/fight-details/dd5f7a14f5782f79
5,3,Jeremy Horn,0,3 of 11,27%,12 of 20,0 of 0,---,0,0,0:00,3 of 11,3 of 11,0 of 0,0 of 0,2 of 10,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/dd5f7a14f5782f79
0,1,Alan Belcher,0,1 of 11,9%,1 of 11,0 of 0,---,0,0,0:00,1 of 11,0 of 9,0 of 1,1 of 1,1 of 11,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/591e7797363a6c89
1,1,Denis Kang,0,17 of 32,53%,35 of 51,2 of 2,100%,1,0,3:40,17 of 32,12 of 27,5 of 5,0 of 0,12 of 26,0 of 0,5 of 6,http://www.ufcstats.com/fight-details/591e7797363a6c89
2,2,Alan Belcher,0,8 of 17,47%,8 of 17,0 of 0,---,1,0,0:20,8 of 17,3 of 10,2 of 4,3 of 3,7 of 16,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/591e7797363a6c89
3,2,Denis Kang,0,9 of 23,39%,19 of 34,1 of 3,33%,0,0,2:03,9 of 23,5 of 18,2 of 3,2 of 2,4 of 13,3 of 4,2 of 6,http://www.ufcstats.com/fight-details/591e7797363a6c89
0,1,Marcus Davis,0,17 of 40,42%,22 of 45,0 of 0,---,0,0,0:02,17 of 40,8 of 29,9 of 11,0 of 0,16 of 38,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/e90dd017386025c4
1,1,Chris Lytle,0,25 of 59,42%,31 of 65,0 of 0,---,0,0,0:00,25 of 59,8 of 40,5 of 6,12 of 13,23 of 54,2 of 5,0 of 0,http://www.ufcstats.com/fight-details/e90dd017386025c4
2,2,Marcus Davis,0,18 of 51,35%,26 of 59,0 of 1,0%,0,0,0:04,18 of 51,11 of 41,7 of 10,0 of 0,15 of 47,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/e90dd017386025c4
3,2,Chris Lytle,0,26 of 65,40%,37 of 76,0 of 0,---,0,0,0:03,26 of 65,14 of 49,3 of 5,9 of 11,17 of 48,9 of 17,0 of 0,http://www.ufcstats.com/fight-details/e90dd017386025c4
4,3,Marcus Davis,0,24 of 75,32%,25 of 76,0 of 0,---,0,0,0:00,24 of 75,10 of 52,11 of 19,3 of 4,22 of 69,2 of 6,0 of 0,http://www.ufcstats.com/fight-details/e90dd017386025c4
5,3,Chris Lytle,0,22 of 74,29%,23 of 75,0 of 0,---,0,0,0:00,22 of 74,12 of 61,6 of 8,4 of 5,18 of 65,4 of 9,0 of 0,http://www.ufcstats.com/fight-details/e90dd017386025c4
0,1,John Hathaway,0,18 of 36,50%,41 of 61,5 of 7,71%,0,0,4:09,18 of 36,14 of 32,2 of 2,2 of 2,2 of 3,2 of 2,14 of 31,http://www.ufcstats.com/fight-details/20b84b2cbfb92dc7
1,1,Tom Egan,0,0 of 1,0%,15 of 16,0 of 0,---,0,0,0:00,0 of 1,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/20b84b2cbfb92dc7
0,1,Martin Kampmann,1,9 of 23,39%,10 of 24,0 of 1,0%,2,0,0:33,9 of 23,4 of 15,4 of 7,1 of 1,4 of 14,4 of 8,1 of 1,http://www.ufcstats.com/fight-details/e9658a79cfaafbb1
1,1,Alexandre Barros,0,7 of 17,41%,12 of 22,1 of 1,100%,0,0,2:15,7 of 17,1 of 10,1 of 1,5 of 6,3 of 12,3 of 3,1 of 2,http://www.ufcstats.com/fight-details/e9658a79cfaafbb1
2,2,Martin Kampmann,0,24 of 29,82%,41 of 47,0 of 0,---,0,0,2:33,24 of 29,22 of 27,2 of 2,0 of 0,0 of 2,2 of 2,22 of 25,http://www.ufcstats.com/fight-details/e9658a79cfaafbb1
3,2,Alexandre Barros,0,1 of 3,33%,1 of 3,0 of 1,0%,0,0,0:00,1 of 3,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/e9658a79cfaafbb1
0,1,Eric Schafer,0,22 of 30,73%,59 of 67,0 of 1,0%,0,1,3:06,22 of 30,22 of 30,0 of 0,0 of 0,0 of 0,0 of 0,22 of 30,http://www.ufcstats.com/fight-details/4da34f2980b5c58d
1,1,Antonio Mendes,0,3 of 5,60%,9 of 11,0 of 0,---,0,0,0:09,3 of 5,2 of 4,0 of 0,1 of 1,2 of 4,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/4da34f2980b5c58d
0,1,Tomasz Drwal,0,14 of 22,63%,16 of 24,1 of 1,100%,0,0,0:38,14 of 22,11 of 19,1 of 1,2 of 2,5 of 8,2 of 5,7 of 9,http://www.ufcstats.com/fight-details/5a3b530c73106c5c
1,1,Ivan Serati,0,3 of 11,27%,4 of 13,0 of 2,0%,0,0,0:00,3 of 11,2 of 10,0 of 0,1 of 1,1 of 4,2 of 7,0 of 0,http://www.ufcstats.com/fight-details/5a3b530c73106c5c
0,1,Dennis Siver,0,15 of 61,24%,18 of 65,0 of 0,---,0,0,0:01,15 of 61,13 of 59,0 of 0,2 of 2,9 of 52,6 of 9,0 of 0,http://www.ufcstats.com/fight-details/f046dfa306dc7acb
1,1,Nate Mohr,0,15 of 28,53%,35 of 51,1 of 1,100%,0,0,1:49,15 of 28,8 of 20,1 of 1,6 of 7,11 of 20,0 of 0,4 of 8,http://www.ufcstats.com/fight-details/f046dfa306dc7acb
2,2,Dennis Siver,0,16 of 66,24%,16 of 66,0 of 0,---,0,0,0:00,16 of 66,7 of 54,1 of 3,8 of 9,16 of 66,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f046dfa306dc7acb
3,2,Nate Mohr,0,17 of 40,42%,17 of 40,0 of 0,---,0,0,0:00,17 of 40,5 of 23,5 of 7,7 of 10,15 of 38,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/f046dfa306dc7acb
4,3,Dennis Siver,1,17 of 63,26%,23 of 69,0 of 1,0%,0,0,0:06,17 of 63,8 of 46,1 of 6,8 of 11,17 of 63,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f046dfa306dc7acb
5,3,Nate Mohr,0,16 of 34,47%,16 of 34,0 of 1,0%,0,0,0:00,16 of 34,4 of 20,4 of 5,8 of 9,16 of 34,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f046dfa306dc7acb
0,1,Rashad Evans,0,7 of 22,31%,7 of 22,0 of 0,---,0,0,0:00,7 of 22,4 of 19,1 of 1,2 of 2,7 of 22,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/041dd0fae4650970
1,1,Forrest Griffin,0,14 of 62,22%,14 of 62,0 of 0,---,0,0,0:00,14 of 62,4 of 44,3 of 7,7 of 11,14 of 62,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/041dd0fae4650970
2,2,Rashad Evans,0,16 of 39,41%,16 of 39,0 of 0,---,0,0,0:00,16 of 39,14 of 35,0 of 1,2 of 3,16 of 39,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/041dd0fae4650970
3,2,Forrest Griffin,0,32 of 75,42%,32 of 75,0 of 0,---,0,0,0:03,32 of 75,11 of 47,5 of 8,16 of 20,26 of 67,6 of 8,0 of 0,http://www.ufcstats.com/fight-details/041dd0fae4650970
4,3,Rashad Evans,0,26 of 42,61%,28 of 44,1 of 1,100%,0,0,2:11,26 of 42,26 of 42,0 of 0,0 of 0,1 of 3,0 of 0,25 of 39,http://www.ufcstats.com/fight-details/041dd0fae4650970
5,3,Forrest Griffin,0,4 of 12,33%,5 of 14,0 of 0,---,0,0,0:00,4 of 12,1 of 9,2 of 2,1 of 1,4 of 12,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/041dd0fae4650970
0,1,Frank Mir,2,29 of 74,39%,31 of 78,1 of 1,100%,0,0,0:37,29 of 74,22 of 64,2 of 3,5 of 7,20 of 58,1 of 2,8 of 14,http://www.ufcstats.com/fight-details/02c54d382fb1c347
1,1,Antonio Rodrigo Nogueira,0,8 of 27,29%,13 of 32,0 of 0,---,0,0,0:00,8 of 27,8 of 26,0 of 1,0 of 0,7 of 24,0 of 1,1 of 2,http://www.ufcstats.com/fight-details/02c54d382fb1c347
2,2,Frank Mir,1,8 of 27,29%,9 of 28,0 of 0,---,0,0,0:04,8 of 27,8 of 27,0 of 0,0 of 0,5 of 21,1 of 1,2 of 5,http://www.ufcstats.com/fight-details/02c54d382fb1c347
3,2,Antonio Rodrigo Nogueira,0,2 of 11,18%,2 of 11,0 of 0,---,0,0,0:00,2 of 11,0 of 9,0 of 0,2 of 2,2 of 11,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/02c54d382fb1c347
0,1,CB Dollaway,0,9 of 19,47%,29 of 40,1 of 1,100%,0,0,2:00,9 of 19,8 of 16,1 of 3,0 of 0,3 of 8,0 of 2,6 of 9,http://www.ufcstats.com/fight-details/b8927a3a2735acb0
1,1,Mike Massenzio,1,3 of 6,50%,8 of 12,0 of 0,---,2,0,0:04,3 of 6,3 of 6,0 of 0,0 of 0,3 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/b8927a3a2735acb0
0,1,Quinton Jackson,1,11 of 20,55%,11 of 20,0 of 1,0%,0,0,0:02,11 of 20,10 of 19,0 of 0,1 of 1,9 of 18,0 of 0,2 of 2,http://www.ufcstats.com/fight-details/c62d5962b99938de
1,1,Wanderlei Silva,0,7 of 26,26%,7 of 26,0 of 0,---,0,0,0:00,7 of 26,4 of 21,0 of 0,3 of 5,6 of 25,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/c62d5962b99938de
0,1,Cheick Kongo,1,34 of 44,77%,73 of 84,1 of 1,100%,0,0,1:17,34 of 44,23 of 32,2 of 2,9 of 10,6 of 11,6 of 6,22 of 27,http://www.ufcstats.com/fight-details/b3f4583109b429af
1,1,Mostapha Al-Turk,0,4 of 9,44%,7 of 12,0 of 7,0%,0,0,1:32,4 of 9,0 of 4,1 of 2,3 of 3,1 of 5,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/b3f4583109b429af
0,1,Yushin Okami,0,11 of 16,68%,29 of 35,0 of 0,---,0,0,2:48,11 of 16,10 of 15,1 of 1,0 of 0,9 of 14,1 of 1,1 of 1,http://www.ufcstats.com/fight-details/4918b7e3600f67a1
1,1,Dean Lister,0,2 of 11,18%,6 of 15,0 of 3,0%,0,0,0:00,2 of 11,1 of 10,0 of 0,1 of 1,2 of 11,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/4918b7e3600f67a1
2,2,Yushin Okami,0,13 of 25,52%,16 of 28,0 of 0,---,0,0,3:06,13 of 25,9 of 21,3 of 3,1 of 1,3 of 13,3 of 3,7 of 9,http://www.ufcstats.com/fight-details/4918b7e3600f67a1
3,2,Dean Lister,0,1 of 9,11%,6 of 15,0 of 5,0%,0,0,0:15,1 of 9,1 of 8,0 of 1,0 of 0,1 of 8,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/4918b7e3600f67a1
4,3,Yushin Okami,0,15 of 36,41%,32 of 54,0 of 0,---,0,0,3:02,15 of 36,13 of 34,2 of 2,0 of 0,4 of 17,2 of 2,9 of 17,http://www.ufcstats.com/fight-details/4918b7e3600f67a1
5,3,Dean Lister,0,3 of 19,15%,5 of 22,0 of 3,0%,0,0,0:00,3 of 19,0 of 15,0 of 0,3 of 4,3 of 17,0 of 2,0 of 0,http://www.ufcstats.com/fight-details/4918b7e3600f67a1
0,1,Antoni Hardonk,0,21 of 31,67%,26 of 36,0 of 0,---,2,0,0:23,21 of 31,9 of 18,8 of 8,4 of 5,4 of 10,17 of 21,0 of 0,http://www.ufcstats.com/fight-details/59e653313c871c3f
1,1,Mike Wessel,0,12 of 20,60%,42 of 53,2 of 5,40%,0,0,3:11,12 of 20,7 of 14,5 of 6,0 of 0,2 of 4,8 of 12,2 of 4,http://www.ufcstats.com/fight-details/59e653313c871c3f
2,2,Antoni Hardonk,0,25 of 28,89%,30 of 34,0 of 0,---,0,1,1:13,25 of 28,25 of 28,0 of 0,0 of 0,0 of 1,0 of 0,25 of 27,http://www.ufcstats.com/fight-details/59e653313c871c3f
3,2,Mike Wessel,0,1 of 3,33%,3 of 5,1 of 1,100%,0,0,0:46,1 of 3,1 of 3,0 of 0,0 of 0,0 of 1,0 of 0,1 of 2,http://www.ufcstats.com/fight-details/59e653313c871c3f
0,1,Matt Hamill,0,20 of 70,28%,21 of 71,1 of 1,100%,0,0,0:03,20 of 70,18 of 66,2 of 3,0 of 1,19 of 69,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/539eff1fe2fb39ba
1,1,Reese Andy,0,31 of 61,50%,34 of 64,0 of 0,---,0,0,0:00,31 of 61,18 of 43,3 of 5,10 of 13,26 of 51,5 of 10,0 of 0,http://www.ufcstats.com/fight-details/539eff1fe2fb39ba
2,2,Matt Hamill,0,20 of 45,44%,42 of 70,0 of 0,---,0,0,0:22,20 of 45,16 of 41,3 of 3,1 of 1,9 of 30,3 of 4,8 of 11,http://www.ufcstats.com/fight-details/539eff1fe2fb39ba
3,2,Reese Andy,0,3 of 12,25%,4 of 13,0 of 0,---,0,0,0:00,3 of 12,2 of 11,0 of 0,1 of 1,2 of 9,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/539eff1fe2fb39ba
0,1,Brad Blackburn,0,33 of 107,30%,33 of 107,0 of 0,---,0,0,0:03,33 of 107,22 of 91,4 of 8,7 of 8,33 of 106,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/f27bf6f21410547f
1,1,Ryo Chonan,0,16 of 57,28%,16 of 57,0 of 0,---,0,0,0:00,16 of 57,7 of 48,5 of 5,4 of 4,16 of 57,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f27bf6f21410547f
2,2,Brad Blackburn,1,24 of 80,30%,29 of 85,0 of 1,0%,0,0,0:19,24 of 80,11 of 66,3 of 4,10 of 10,21 of 76,1 of 1,2 of 3,http://www.ufcstats.com/fight-details/f27bf6f21410547f
3,2,Ryo Chonan,0,19 of 52,36%,21 of 54,0 of 1,0%,0,0,0:00,19 of 52,8 of 37,6 of 9,5 of 6,18 of 50,0 of 1,1 of 1,http://www.ufcstats.com/fight-details/f27bf6f21410547f
4,3,Brad Blackburn,0,22 of 109,20%,22 of 109,0 of 0,---,0,0,0:00,22 of 109,15 of 97,3 of 7,4 of 5,22 of 109,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f27bf6f21410547f
5,3,Ryo Chonan,0,28 of 72,38%,28 of 72,0 of 1,0%,0,0,0:00,28 of 72,16 of 59,9 of 9,3 of 4,28 of 72,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f27bf6f21410547f
0,1,Pat Barry,0,6 of 13,46%,6 of 13,0 of 0,---,0,0,0:39,6 of 13,1 of 6,1 of 2,4 of 5,6 of 13,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/8add23232cdb36ee
1,1,Dan Evensen,0,0 of 10,0%,0 of 10,0 of 1,0%,0,0,0:38,0 of 10,0 of 8,0 of 2,0 of 0,0 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/8add23232cdb36ee
0,1,Efrain Escudero,0,13 of 23,56%,17 of 29,2 of 2,100%,0,0,3:45,13 of 23,8 of 16,1 of 3,4 of 4,1 of 4,3 of 5,9 of 14,http://www.ufcstats.com/fight-details/86b8419f22f398c0
1,1,Phillipe Nover,0,3 of 13,23%,15 of 26,0 of 1,0%,1,0,0:00,3 of 13,0 of 9,2 of 3,1 of 1,2 of 11,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/86b8419f22f398c0
2,2,Efrain Escudero,0,12 of 15,80%,45 of 51,3 of 4,75%,0,0,3:02,12 of 15,1 of 2,3 of 5,8 of 8,3 of 4,3 of 4,6 of 7,http://www.ufcstats.com/fight-details/86b8419f22f398c0
3,2,Phillipe Nover,0,7 of 19,36%,18 of 30,0 of 0,---,0,0,0:43,7 of 19,1 of 8,1 of 4,5 of 7,1 of 11,6 of 8,0 of 0,http://www.ufcstats.com/fight-details/86b8419f22f398c0
4,3,Efrain Escudero,0,2 of 7,28%,19 of 24,2 of 2,100%,0,0,2:33,2 of 7,0 of 4,0 of 0,2 of 3,0 of 5,0 of 0,2 of 2,http://www.ufcstats.com/fight-details/86b8419f22f398c0
5,3,Phillipe Nover,0,10 of 23,43%,62 of 76,0 of 0,---,1,1,0:33,10 of 23,8 of 19,1 of 2,1 of 2,8 of 18,0 of 1,2 of 4,http://www.ufcstats.com/fight-details/86b8419f22f398c0
0,1,Ryan Bader,1,15 of 30,50%,15 of 30,0 of 0,---,0,0,0:04,15 of 30,9 of 24,2 of 2,4 of 4,12 of 26,0 of 0,3 of 4,http://www.ufcstats.com/fight-details/e65da830a1928fe6
1,1,Vinny Magalhaes,0,4 of 20,20%,4 of 20,0 of 0,---,0,0,0:00,4 of 20,1 of 14,3 of 5,0 of 1,4 of 20,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/e65da830a1928fe6
0,1,Anthony Johnson,0,20 of 35,57%,36 of 56,2 of 2,100%,0,0,3:16,20 of 35,7 of 18,4 of 6,9 of 11,13 of 23,0 of 0,7 of 12,http://www.ufcstats.com/fight-details/f7cd0a90da3be3b2
1,1,Kevin Burns,0,13 of 35,37%,16 of 38,0 of 0,---,1,0,0:00,13 of 35,7 of 26,1 of 3,5 of 6,13 of 35,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f7cd0a90da3be3b2
2,2,Anthony Johnson,0,8 of 19,42%,66 of 82,1 of 1,100%,0,0,4:13,8 of 19,4 of 14,3 of 4,1 of 1,4 of 6,0 of 0,4 of 13,http://www.ufcstats.com/fight-details/f7cd0a90da3be3b2
3,2,Kevin Burns,0,3 of 6,50%,22 of 25,0 of 0,---,1,0,0:01,3 of 6,0 of 3,0 of 0,3 of 3,3 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f7cd0a90da3be3b2
4,3,Anthony Johnson,1,7 of 10,70%,7 of 10,0 of 0,---,0,0,0:00,7 of 10,4 of 7,2 of 2,1 of 1,6 of 9,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/f7cd0a90da3be3b2
5,3,Kevin Burns,0,1 of 4,25%,1 of 4,0 of 0,---,0,0,0:00,1 of 4,0 of 3,0 of 0,1 of 1,1 of 4,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f7cd0a90da3be3b2
0,1,Wilson Gouveia,1,18 of 28,64%,24 of 39,0 of 0,---,0,0,0:45,18 of 28,17 of 26,0 of 0,1 of 2,4 of 10,0 of 0,14 of 18,http://www.ufcstats.com/fight-details/0b58bd40373b1811
1,1,Jason MacDonald,0,6 of 13,46%,9 of 16,1 of 4,25%,0,0,0:37,6 of 13,0 of 7,1 of 1,5 of 5,2 of 9,4 of 4,0 of 0,http://www.ufcstats.com/fight-details/0b58bd40373b1811
